Customer_ID,Age,Channel,Prior_Policy,Vintage_Months,Quarter,Premium_Band,Payment_Plan,Dependents,Lapsed_1yr
EU108354,31,Online,0,54,Q2,Low,Monthly,2,0
EU108355,50,Agent,0,20,Q1,High,Monthly,1,0
EU108356,56,Agent,0,12,Q3,Moderate,Quarterly,2,0
EU108357,36,Agent,0,37,Q2,Moderate,Annual,3,0
EU108358,32,Agent,0,26,Q3,Moderate,Monthly,5,0
EU108359,29,Online,1,3,Q1,High,Monthly,5,0
EU108360,66,Agent,1,18,Q2,Moderate,Monthly,0,0
EU108361,52,Agent,1,59,Q4,Low,Monthly,2,0
EU108362,29,Online,0,1,Q3,Moderate,Monthly,1,0
EU108363,50,Agent,1,19,Q2,Low,Monthly,3,0
EU108364,29,Agent,1,13,Q4,Moderate,Monthly,0,0
EU108365,46,Agent,0,43,Q1,Moderate,Quarterly,2,1
EU108366,39,Online,0,33,Q4,Low,Annual,1,0
EU108367,37,Agent,1,30,Q1,Moderate,Quarterly,0,0
EU108368,52,Online,0,22,Q3,Low,Monthly,0,1
EU108369,57,Agent,1,27,Q2,Low,Monthly,5,0
EU108370,67,Agent,0,50,Q2,Low,Monthly,1,1
EU108371,47,Online,1,51,Q3,High,Monthly,0,0
EU108372,57,Online,0,13,Q1,Moderate,Monthly,5,0
EU108373,67,Agent,0,8,Q1,High,Annual,5,0
EU108374,42,Online,0,53,Q2,Low,Monthly,5,0
EU108375,54,Agent,1,60,Q3,Low,Quarterly,4,0
EU108376,50,Online,0,50,Q2,Low,Monthly,3,0
EU108377,40,Agent,1,2,Q1,Moderate,Quarterly,4,0
EU108378,37,Agent,1,51,Q1,Moderate,Monthly,5,0
EU108379,63,Agent,0,19,Q4,Low,Monthly,0,0
EU108380,57,Agent,1,24,Q1,Moderate,Monthly,5,0
EU108381,50,Agent,0,5,Q2,Moderate,Monthly,5,0
EU108382,25,Agent,0,8,Q4,Moderate,Monthly,2,0
EU108383,62,Online,1,20,Q4,High,Monthly,1,1
EU108384,26,Agent,0,57,Q3,Moderate,Monthly,1,0
EU108385,30,Agent,1,35,Q4,Moderate,Monthly,3,0
EU108386,70,Online,0,2,Q4,Moderate,Monthly,1,0
EU108387,62,Agent,1,6,Q4,High,Quarterly,1,0
EU108388,66,Agent,1,59,Q2,Moderate,Monthly,3,0
EU108389,48,Agent,0,16,Q3,Low,Annual,4,0
EU108390,42,Agent,1,47,Q2,Low,Monthly,5,0
EU108391,51,Online,0,36,Q3,Low,Monthly,4,0
EU108392,65,Agent,1,2,Q3,Low,Annual,0,0
EU108393,32,Agent,1,14,Q4,Moderate,Monthly,1,0
EU108394,52,Agent,0,38,Q1,Low,Quarterly,5,0
EU108395,34,Agent,1,52,Q1,Moderate,Monthly,0,0
EU108396,41,Agent,0,26,Q2,High,Quarterly,5,0
EU108397,53,Online,1,59,Q4,Moderate,Monthly,0,0
EU108398,30,Online,1,20,Q3,High,Monthly,0,0
EU108399,38,Online,0,29,Q1,Moderate,Monthly,3,1
EU108400,46,Agent,0,58,Q2,Low,Quarterly,2,0
EU108401,30,Agent,0,4,Q1,High,Quarterly,5,0
EU108402,50,Online,1,20,Q3,High,Annual,4,0
EU108403,63,Agent,0,24,Q1,Moderate,Annual,5,0
EU108404,36,Online,1,1,Q2,High,Monthly,3,0
EU108405,59,Online,0,25,Q2,Low,Monthly,2,1
EU108406,38,Online,0,14,Q2,Low,Quarterly,5,0
EU108407,46,Agent,1,35,Q4,High,Quarterly,0,0
EU108408,47,Agent,0,53,Q4,Low,Monthly,5,0
EU108409,31,Online,0,21,Q4,High,Monthly,3,0
EU108410,64,Online,0,36,Q2,Low,Monthly,2,0
EU108411,49,Agent,1,52,Q1,Moderate,Annual,4,0
EU108412,37,Online,0,23,Q2,High,Monthly,5,0
EU108413,45,Agent,0,46,Q4,High,Monthly,2,0
EU108414,65,Agent,1,20,Q2,High,Monthly,3,0
EU108415,34,Online,1,26,Q1,Low,Monthly,4,0
EU108416,33,Agent,1,51,Q1,Moderate,Quarterly,4,0
EU108417,39,Agent,1,27,Q3,High,Monthly,1,0
EU108418,26,Agent,1,41,Q2,Low,Quarterly,2,0
EU108419,49,Agent,0,14,Q1,Moderate,Monthly,5,0
EU108420,37,Agent,0,36,Q2,Low,Quarterly,2,0
EU108421,58,Agent,1,4,Q4,Moderate,Quarterly,5,0
EU108422,58,Agent,1,26,Q1,Low,Annual,2,0
EU108423,59,Online,0,44,Q1,Low,Monthly,0,0
EU108424,62,Online,1,40,Q4,Moderate,Monthly,4,0
EU108425,27,Agent,1,60,Q2,High,Quarterly,2,0
EU108426,66,Agent,1,16,Q3,Moderate,Quarterly,5,0
EU108427,30,Agent,1,43,Q2,Moderate,Monthly,3,0
EU108428,43,Online,0,39,Q3,Low,Quarterly,3,1
EU108429,27,Online,1,20,Q3,High,Quarterly,1,0
EU108430,42,Online,1,46,Q2,Low,Annual,4,0
EU108431,63,Agent,0,24,Q4,Moderate,Monthly,0,0
EU108432,33,Online,1,10,Q3,Low,Monthly,5,1
EU108433,36,Agent,0,2,Q2,High,Monthly,5,0
EU108434,29,Online,1,45,Q1,Low,Monthly,1,0
EU108435,27,Agent,0,9,Q3,Low,Annual,2,0
EU108436,35,Agent,1,18,Q2,Low,Annual,4,0
EU108437,54,Online,1,42,Q3,High,Monthly,0,0
EU108438,28,Online,0,46,Q2,High,Quarterly,5,0
EU108439,29,Agent,0,30,Q2,Moderate,Monthly,4,0
EU108440,25,Agent,0,3,Q3,Low,Quarterly,2,1
EU108441,51,Agent,1,29,Q1,High,Quarterly,5,0
EU108442,52,Agent,0,54,Q1,High,Quarterly,1,0
EU108443,53,Agent,1,7,Q3,Low,Quarterly,2,0
EU108444,42,Online,1,25,Q2,Moderate,Quarterly,3,0
EU108445,36,Agent,1,24,Q1,High,Monthly,1,0
EU108446,37,Online,0,43,Q2,Moderate,Quarterly,3,0
EU108447,65,Online,1,6,Q3,Moderate,Quarterly,2,0
EU108448,26,Online,1,15,Q2,Low,Monthly,1,1
EU108449,61,Online,0,15,Q1,Moderate,Quarterly,2,0
EU108450,69,Online,0,40,Q1,High,Monthly,4,0
EU108451,40,Agent,1,27,Q3,Moderate,Quarterly,4,0
EU108452,48,Agent,0,59,Q3,Moderate,Monthly,0,0
EU108453,59,Agent,1,21,Q3,Low,Monthly,2,0
EU108454,46,Agent,1,58,Q2,High,Monthly,3,0
EU108455,60,Agent,0,58,Q1,Low,Annual,0,0
EU108456,35,Online,1,45,Q3,Moderate,Quarterly,1,0
EU108457,70,Agent,0,32,Q1,Low,Quarterly,3,0
EU108458,53,Agent,0,32,Q1,Low,Quarterly,4,0
EU108459,59,Online,0,12,Q4,Moderate,Monthly,5,0
EU108460,39,Agent,0,44,Q1,Moderate,Quarterly,5,0
EU108461,55,Agent,0,9,Q1,Low,Quarterly,3,0
EU108462,66,Online,0,20,Q3,High,Monthly,3,0
EU108463,65,Online,0,49,Q3,Low,Quarterly,0,1
EU108464,67,Agent,0,15,Q2,Moderate,Monthly,2,0
EU108465,40,Online,1,13,Q3,Moderate,Monthly,4,0
EU108466,34,Agent,1,46,Q1,Low,Monthly,1,0
EU108467,56,Agent,1,8,Q2,Moderate,Monthly,5,0
EU108468,26,Agent,0,21,Q2,Low,Monthly,1,1
EU108469,48,Online,0,45,Q3,Low,Monthly,4,0
EU108470,47,Agent,0,25,Q4,Low,Monthly,1,0
EU108471,26,Online,0,35,Q4,Low,Annual,3,0
EU108472,62,Agent,1,57,Q3,Low,Monthly,1,1
EU108473,55,Online,1,40,Q4,Moderate,Quarterly,3,0
EU108474,64,Online,0,30,Q1,Moderate,Quarterly,5,0
EU108475,50,Agent,0,31,Q3,Low,Monthly,5,0
EU108476,53,Agent,0,6,Q2,Low,Monthly,4,0
EU108477,27,Online,1,11,Q4,Moderate,Monthly,4,0
EU108478,38,Agent,0,42,Q1,High,Annual,5,0
EU108479,49,Agent,1,58,Q1,Low,Monthly,0,0
EU108480,25,Agent,0,59,Q4,Low,Monthly,1,1
EU108481,27,Agent,1,8,Q2,Low,Quarterly,5,0
EU108482,50,Agent,0,8,Q2,Low,Monthly,0,1
EU108483,42,Agent,0,55,Q2,Low,Annual,3,0
EU108484,33,Online,1,39,Q2,Moderate,Monthly,1,0
EU108485,62,Agent,0,51,Q3,Moderate,Annual,5,0
EU108486,47,Agent,1,55,Q2,Moderate,Annual,0,0
EU108487,45,Online,1,12,Q3,Low,Quarterly,5,0
EU108488,25,Online,1,3,Q2,Moderate,Annual,4,0
EU108489,45,Agent,1,43,Q2,Moderate,Annual,3,0
EU108490,51,Agent,0,45,Q2,Moderate,Monthly,3,0
EU108491,66,Agent,1,16,Q3,Low,Quarterly,1,0
EU108492,30,Agent,0,41,Q2,Low,Quarterly,1,1
EU108493,68,Online,1,27,Q3,Moderate,Monthly,4,1
EU108494,60,Online,1,16,Q1,Low,Quarterly,2,1
EU108495,52,Online,1,5,Q1,Low,Monthly,1,0
EU108496,69,Online,0,59,Q2,Moderate,Monthly,5,0
EU108497,41,Agent,0,40,Q4,High,Monthly,2,0
EU108498,64,Online,1,12,Q4,Low,Monthly,1,1
EU108499,27,Online,0,3,Q4,Low,Monthly,3,1
EU108500,36,Agent,0,35,Q2,Low,Monthly,2,0
EU108501,63,Agent,0,45,Q2,Low,Quarterly,0,0
EU108502,36,Agent,1,3,Q2,Moderate,Monthly,5,0
EU108503,26,Agent,0,31,Q1,High,Monthly,1,0
EU108504,70,Online,1,24,Q3,High,Monthly,5,0
EU108505,46,Online,0,41,Q2,Moderate,Monthly,3,1
EU108506,47,Online,0,29,Q4,Moderate,Quarterly,0,0
EU108507,54,Online,0,55,Q1,Moderate,Monthly,1,0
EU108508,29,Online,0,33,Q3,Moderate,Annual,1,0
EU108509,33,Agent,1,38,Q2,Low,Annual,2,0
EU108510,45,Agent,0,51,Q4,Moderate,Monthly,2,1
EU108511,35,Online,0,16,Q1,Moderate,Monthly,2,0
EU108512,29,Online,1,33,Q2,Moderate,Monthly,3,0
EU108513,59,Online,0,10,Q4,Low,Monthly,4,0
EU108514,51,Agent,0,30,Q2,High,Monthly,2,0
EU108515,26,Online,0,34,Q1,Low,Quarterly,0,0
EU108516,48,Online,0,60,Q2,Moderate,Annual,2,1
EU108517,55,Agent,1,35,Q2,Low,Quarterly,3,0
EU108518,57,Online,1,7,Q1,Low,Quarterly,0,0
EU108519,63,Agent,1,6,Q2,Low,Annual,3,0
EU108520,54,Agent,1,15,Q3,High,Monthly,2,0
EU108521,70,Online,1,32,Q4,Low,Monthly,4,0
EU108522,61,Agent,1,2,Q2,Low,Annual,0,0
EU108523,52,Agent,0,32,Q1,Moderate,Quarterly,1,0
EU108524,55,Online,0,28,Q2,Low,Monthly,0,0
EU108525,35,Online,1,21,Q4,Moderate,Monthly,3,0
EU108526,47,Agent,0,17,Q2,Low,Quarterly,2,0
EU108527,26,Online,0,19,Q2,Moderate,Quarterly,4,0
EU108528,64,Agent,1,14,Q4,Moderate,Quarterly,0,0
EU108529,65,Online,0,49,Q4,Low,Quarterly,0,0
EU108530,51,Online,1,51,Q3,Low,Quarterly,0,0
EU108531,59,Agent,0,34,Q2,Moderate,Quarterly,1,0
EU108532,26,Agent,1,48,Q1,Moderate,Monthly,2,0
EU108533,63,Agent,0,20,Q1,Low,Quarterly,4,0
EU108534,61,Agent,0,21,Q1,High,Monthly,0,0
EU108535,45,Online,1,48,Q1,Moderate,Quarterly,3,0
EU108536,29,Agent,1,3,Q4,Low,Monthly,5,0
EU108537,69,Agent,1,58,Q2,Low,Quarterly,3,0
EU108538,45,Online,1,14,Q3,Moderate,Monthly,3,0
EU108539,53,Agent,1,21,Q1,Low,Annual,1,0
EU108540,44,Agent,0,27,Q4,Moderate,Monthly,4,0
EU108541,62,Agent,0,7,Q2,Low,Monthly,3,0
EU108542,44,Online,0,42,Q4,High,Monthly,1,0
EU108543,49,Online,0,29,Q3,Low,Monthly,4,0
EU108544,26,Online,1,9,Q3,Low,Monthly,5,0
EU108545,56,Agent,1,40,Q1,Low,Monthly,0,0
EU108546,50,Agent,1,15,Q2,Low,Monthly,4,0
EU108547,30,Agent,1,44,Q2,Low,Monthly,4,1
EU108548,65,Agent,1,28,Q4,High,Annual,4,0
EU108549,27,Agent,0,38,Q4,Low,Quarterly,4,0
EU108550,57,Agent,1,15,Q4,Low,Monthly,4,0
EU108551,25,Agent,0,15,Q2,Low,Annual,4,0
EU108552,29,Online,1,30,Q2,Moderate,Annual,0,1
EU108553,37,Agent,1,57,Q1,Moderate,Monthly,3,0
EU108554,43,Agent,1,32,Q3,Low,Monthly,1,0
EU108555,36,Online,0,40,Q3,Low,Quarterly,4,0
EU108556,49,Agent,0,12,Q1,Low,Quarterly,0,1
EU108557,59,Agent,1,20,Q3,Moderate,Monthly,0,0
EU108558,36,Online,1,27,Q3,Low,Monthly,0,1
EU108559,54,Online,0,2,Q4,Moderate,Monthly,5,0
EU108560,29,Agent,0,41,Q1,High,Quarterly,1,1
EU108561,58,Online,0,22,Q1,High,Quarterly,5,0
EU108562,46,Agent,0,26,Q3,Moderate,Monthly,1,0
EU108563,63,Online,1,40,Q1,Moderate,Monthly,3,0
EU108564,37,Online,0,8,Q4,Low,Annual,2,0
EU108565,27,Agent,1,36,Q4,High,Monthly,5,0
EU108566,44,Online,0,26,Q2,High,Annual,3,0
EU108567,55,Online,0,37,Q2,Low,Monthly,4,1
EU108568,29,Agent,0,17,Q4,Low,Annual,4,0
EU108569,48,Online,1,57,Q4,Low,Quarterly,1,0
EU108570,64,Agent,1,7,Q3,Moderate,Quarterly,3,0
EU108571,57,Agent,1,1,Q1,Moderate,Monthly,5,0
EU108572,32,Online,1,27,Q2,Low,Monthly,0,0
EU108573,48,Agent,0,42,Q4,Low,Monthly,0,0
EU108574,44,Agent,0,26,Q1,Moderate,Monthly,3,0
EU108575,40,Online,0,32,Q4,High,Monthly,4,0
EU108576,36,Online,0,14,Q4,Moderate,Annual,0,0
EU108577,37,Online,1,19,Q4,Moderate,Monthly,4,1
EU108578,69,Agent,0,9,Q3,Low,Monthly,3,0
EU108579,66,Agent,0,43,Q3,Low,Quarterly,0,0
EU108580,63,Agent,0,59,Q1,Moderate,Monthly,4,0
EU108581,49,Agent,0,44,Q1,Low,Monthly,2,0
EU108582,70,Online,1,1,Q1,Moderate,Quarterly,0,0
EU108583,56,Online,0,54,Q2,Moderate,Monthly,5,0
EU108584,48,Agent,0,21,Q3,Low,Monthly,1,1
EU108585,68,Agent,1,20,Q3,Moderate,Monthly,5,0
EU108586,33,Online,0,49,Q2,High,Quarterly,2,0
EU108587,64,Online,1,55,Q2,Low,Annual,5,0
EU108588,47,Agent,1,33,Q2,High,Quarterly,3,0
EU108589,37,Online,0,33,Q3,Low,Monthly,4,0
EU108590,56,Agent,0,18,Q1,Moderate,Quarterly,0,0
EU108591,39,Online,1,41,Q1,Moderate,Monthly,1,0
EU108592,60,Online,1,17,Q3,Moderate,Quarterly,0,0
EU108593,29,Online,1,56,Q4,Low,Quarterly,2,0
EU108594,46,Agent,0,13,Q3,Low,Monthly,4,0
EU108595,40,Agent,0,49,Q1,Moderate,Monthly,5,0
EU108596,65,Agent,1,43,Q2,Low,Quarterly,4,0
EU108597,34,Online,1,49,Q4,Moderate,Quarterly,1,0
EU108598,48,Online,1,9,Q2,Low,Monthly,4,0
EU108599,42,Online,1,56,Q3,Low,Monthly,1,0
EU108600,42,Online,0,46,Q3,Moderate,Monthly,2,0
EU108601,31,Online,1,1,Q3,Low,Quarterly,1,1
EU108602,28,Agent,0,23,Q4,Moderate,Monthly,5,1
EU108603,50,Online,0,40,Q3,Moderate,Monthly,3,0
EU108604,29,Agent,0,34,Q1,Low,Monthly,3,0
EU108605,40,Agent,1,36,Q4,High,Monthly,4,0
EU108606,59,Agent,0,50,Q1,High,Monthly,1,0
EU108607,50,Agent,1,45,Q3,Moderate,Monthly,1,0
EU108608,42,Online,0,14,Q1,Low,Monthly,0,0
EU108609,53,Agent,1,54,Q2,Moderate,Quarterly,1,0
EU108610,47,Agent,0,21,Q2,High,Monthly,0,0
EU108611,38,Online,1,43,Q3,Low,Quarterly,5,0
EU108612,39,Online,1,43,Q2,Low,Monthly,5,0
EU108613,57,Agent,0,21,Q3,High,Quarterly,2,0
EU108614,49,Agent,0,28,Q1,Moderate,Quarterly,5,0
EU108615,45,Agent,1,32,Q4,Moderate,Monthly,0,0
EU108616,41,Online,0,30,Q3,Moderate,Quarterly,4,1
EU108617,47,Online,0,40,Q2,Moderate,Annual,3,0
EU108618,67,Agent,1,12,Q4,Low,Monthly,4,0
EU108619,41,Online,1,29,Q3,Moderate,Annual,0,1
EU108620,38,Agent,0,1,Q4,Moderate,Annual,0,0
EU108621,53,Agent,1,26,Q1,High,Quarterly,0,0
EU108622,44,Agent,1,16,Q1,Low,Quarterly,5,0
EU108623,54,Agent,1,18,Q4,Low,Quarterly,5,0
EU108624,43,Online,1,33,Q3,Moderate,Quarterly,4,0
EU108625,63,Agent,0,52,Q4,Low,Quarterly,1,0
EU108626,37,Agent,1,50,Q2,Low,Monthly,2,0
EU108627,42,Agent,0,42,Q3,High,Quarterly,4,0
EU108628,47,Agent,0,43,Q4,Low,Annual,0,0
EU108629,70,Agent,0,23,Q3,High,Monthly,1,0
EU108630,57,Agent,1,48,Q2,High,Monthly,4,0
EU108631,63,Agent,1,60,Q3,Moderate,Annual,4,0
EU108632,64,Agent,1,5,Q4,High,Quarterly,4,0
EU108633,42,Online,1,21,Q4,Low,Monthly,0,1
EU108634,33,Online,0,1,Q4,Low,Quarterly,1,1
EU108635,57,Agent,0,31,Q1,Moderate,Quarterly,4,0
EU108636,56,Agent,0,18,Q1,High,Monthly,3,0
EU108637,41,Online,1,21,Q2,Low,Monthly,2,0
EU108638,43,Agent,1,7,Q1,Low,Quarterly,4,0
EU108639,51,Agent,0,1,Q1,Moderate,Monthly,0,0
EU108640,30,Online,1,23,Q2,Low,Monthly,1,1
EU108641,59,Online,1,27,Q3,Moderate,Quarterly,2,0
EU108642,61,Agent,1,60,Q3,Moderate,Monthly,3,1
EU108643,58,Agent,0,2,Q2,High,Monthly,0,0
EU108644,44,Agent,1,34,Q2,Moderate,Monthly,3,0
EU108645,49,Online,0,57,Q4,Low,Quarterly,5,1
EU108646,28,Agent,0,16,Q3,Moderate,Annual,2,0
EU108647,34,Agent,0,40,Q1,Moderate,Monthly,0,0
EU108648,34,Agent,0,10,Q4,Moderate,Monthly,4,0
EU108649,48,Agent,1,20,Q3,Low,Monthly,4,0
EU108650,45,Agent,1,48,Q1,Low,Quarterly,1,0
EU108651,35,Agent,1,37,Q1,High,Monthly,3,0
EU108652,51,Agent,1,25,Q2,Moderate,Quarterly,1,0
EU108653,40,Online,0,4,Q1,Low,Annual,0,0
EU108654,50,Agent,1,32,Q2,Moderate,Quarterly,0,0
EU108655,54,Online,1,58,Q1,Moderate,Quarterly,5,0
EU108656,40,Agent,1,45,Q3,High,Monthly,5,0
EU108657,31,Online,0,28,Q1,Moderate,Monthly,5,1
EU108658,40,Online,0,40,Q3,High,Quarterly,3,0
EU108659,59,Agent,1,13,Q2,High,Quarterly,0,0
EU108660,40,Online,0,5,Q4,Low,Monthly,3,1
EU108661,64,Agent,0,17,Q2,Moderate,Quarterly,4,0
EU108662,36,Online,0,47,Q4,Low,Monthly,0,0
EU108663,59,Agent,0,7,Q1,Low,Quarterly,2,0
EU108664,45,Agent,1,10,Q3,High,Monthly,3,0
EU108665,67,Agent,1,27,Q1,Low,Quarterly,3,0
EU108666,60,Agent,0,59,Q2,Moderate,Monthly,0,0
EU108667,41,Online,0,35,Q3,High,Annual,3,0
EU108668,56,Agent,0,23,Q2,Low,Quarterly,1,0
EU108669,65,Agent,0,56,Q4,Moderate,Monthly,2,1
EU108670,30,Online,0,16,Q2,Moderate,Annual,1,0
EU108671,48,Online,1,52,Q1,Moderate,Annual,2,0
EU108672,51,Online,0,27,Q1,Low,Quarterly,4,0
EU108673,44,Online,1,15,Q1,Moderate,Monthly,4,0
EU108674,49,Agent,0,6,Q4,Moderate,Monthly,0,0
EU108675,26,Agent,0,42,Q1,Low,Quarterly,3,0
EU108676,33,Agent,0,39,Q2,Low,Monthly,2,0
EU108677,52,Online,1,24,Q4,High,Annual,4,0
EU108678,62,Agent,0,51,Q2,High,Monthly,0,0
EU108679,27,Agent,1,23,Q3,Moderate,Monthly,4,0
EU108680,44,Agent,0,5,Q1,High,Annual,2,0
EU108681,30,Agent,1,7,Q3,Moderate,Monthly,3,0
EU108682,63,Agent,1,22,Q1,Moderate,Quarterly,2,0
EU108683,57,Online,1,29,Q4,High,Monthly,1,0
EU108684,25,Agent,1,53,Q4,Moderate,Monthly,4,0
EU108685,61,Agent,0,31,Q3,Low,Monthly,4,1
EU108686,30,Online,1,35,Q3,Moderate,Annual,2,0
EU108687,69,Online,1,58,Q1,Low,Quarterly,2,0
EU108688,58,Agent,0,34,Q4,Low,Quarterly,4,0
EU108689,39,Online,0,19,Q1,High,Monthly,0,0
EU108690,69,Online,1,34,Q2,Low,Monthly,2,0
EU108691,50,Agent,0,30,Q2,High,Quarterly,2,0
EU108692,38,Online,1,19,Q1,High,Monthly,0,0
EU108693,31,Online,0,18,Q1,High,Annual,5,0
EU108694,70,Agent,0,1,Q1,Low,Quarterly,1,1
EU108695,55,Agent,0,41,Q1,Low,Monthly,0,0
EU108696,48,Agent,0,58,Q3,Moderate,Annual,5,0
EU108697,55,Online,0,53,Q3,Moderate,Monthly,2,0
EU108698,53,Agent,1,16,Q3,Moderate,Monthly,3,0
EU108699,66,Online,1,57,Q3,High,Monthly,4,0
EU108700,56,Agent,1,40,Q2,Low,Monthly,2,0
EU108701,41,Agent,0,55,Q1,High,Annual,2,0
EU108702,38,Agent,0,28,Q3,Moderate,Monthly,3,0
EU108703,64,Agent,0,54,Q3,High,Quarterly,3,0
EU108704,60,Online,1,11,Q4,Low,Monthly,1,0
EU108705,48,Online,1,48,Q4,Moderate,Annual,0,0
EU108706,69,Agent,0,52,Q1,High,Monthly,4,0
EU108707,51,Agent,0,32,Q3,Low,Annual,3,0
EU108708,49,Online,1,26,Q3,Moderate,Monthly,0,0
EU108709,56,Online,0,10,Q2,Moderate,Monthly,1,0
EU108710,42,Online,1,23,Q3,Low,Monthly,3,1
EU108711,70,Agent,1,48,Q1,Moderate,Quarterly,0,0
EU108712,42,Online,1,45,Q4,High,Quarterly,1,0
EU108713,61,Online,0,39,Q4,Low,Monthly,4,0
EU108714,50,Agent,0,33,Q3,High,Annual,0,0
EU108715,33,Agent,0,14,Q2,Moderate,Annual,0,0
EU108716,59,Agent,1,9,Q2,Low,Monthly,3,0
EU108717,32,Online,0,14,Q1,Low,Monthly,1,0
EU108718,44,Agent,0,36,Q2,Low,Monthly,2,0
EU108719,66,Agent,0,55,Q3,Low,Monthly,3,0
EU108720,46,Agent,0,41,Q1,High,Annual,2,0
EU108721,43,Agent,1,2,Q3,Moderate,Monthly,5,0
EU108722,54,Agent,1,56,Q1,Low,Annual,5,0
EU108723,52,Online,1,11,Q2,Low,Monthly,0,0
EU108724,59,Agent,1,52,Q2,High,Quarterly,5,0
EU108725,67,Agent,0,14,Q3,Moderate,Quarterly,5,0
EU108726,35,Agent,1,36,Q4,Low,Monthly,1,0
EU108727,55,Agent,0,35,Q2,High,Annual,2,0
EU108728,63,Agent,0,42,Q4,Moderate,Monthly,0,0
EU108729,60,Agent,0,52,Q3,Low,Monthly,5,0
EU108730,54,Agent,1,25,Q2,Low,Monthly,0,0
EU108731,47,Online,0,33,Q2,Low,Monthly,2,1
EU108732,43,Agent,1,9,Q4,Low,Quarterly,1,0
EU108733,36,Online,1,13,Q3,Moderate,Monthly,4,0
EU108734,39,Agent,0,43,Q4,Low,Quarterly,5,0
EU108735,55,Agent,0,10,Q2,Moderate,Quarterly,0,0
EU108736,67,Online,1,57,Q1,Moderate,Monthly,4,0
EU108737,61,Agent,0,33,Q2,Moderate,Monthly,0,0
EU108738,61,Online,1,45,Q4,Moderate,Monthly,4,0
EU108739,39,Agent,0,9,Q1,Moderate,Monthly,0,1
EU108740,53,Agent,1,54,Q4,Low,Quarterly,4,0
EU108741,67,Agent,1,40,Q1,Low,Quarterly,0,0
EU108742,50,Online,0,13,Q1,Low,Monthly,1,0
EU108743,68,Online,0,24,Q4,Moderate,Quarterly,2,0
EU108744,26,Agent,0,40,Q4,Moderate,Monthly,5,0
EU108745,44,Agent,0,59,Q1,Moderate,Monthly,0,0
EU108746,39,Agent,1,56,Q1,Moderate,Quarterly,0,0
EU108747,28,Online,0,60,Q2,Low,Annual,1,0
EU108748,46,Agent,1,17,Q4,Moderate,Quarterly,4,0
EU108749,62,Agent,1,33,Q2,High,Monthly,5,0
EU108750,47,Agent,1,23,Q3,High,Quarterly,0,0
EU108751,50,Online,0,27,Q4,Low,Annual,3,1
EU108752,35,Agent,0,44,Q3,High,Monthly,4,0
EU108753,52,Online,1,44,Q3,High,Monthly,2,0
EU108754,26,Online,1,57,Q4,Moderate,Monthly,2,1
EU108755,32,Agent,0,43,Q3,Low,Monthly,0,0
EU108756,53,Agent,0,26,Q1,High,Monthly,1,0
EU108757,35,Online,0,24,Q2,Low,Monthly,4,0
EU108758,61,Agent,1,11,Q1,Moderate,Quarterly,2,0
EU108759,42,Agent,1,29,Q3,Moderate,Monthly,2,0
EU108760,38,Online,0,48,Q1,High,Monthly,0,0
EU108761,34,Online,1,5,Q4,Low,Annual,0,1
EU108762,59,Online,0,24,Q3,Low,Quarterly,2,1
EU108763,33,Online,1,9,Q4,Moderate,Quarterly,3,0
EU108764,59,Agent,1,55,Q3,High,Quarterly,3,0
EU108765,35,Agent,1,59,Q3,Low,Monthly,1,0
EU108766,68,Agent,1,10,Q4,Low,Monthly,1,0
EU108767,36,Agent,0,11,Q3,Moderate,Monthly,1,0
EU108768,27,Agent,1,31,Q2,Low,Monthly,0,0
EU108769,63,Agent,1,3,Q4,Moderate,Annual,1,0
EU108770,38,Online,1,25,Q3,High,Annual,5,0
EU108771,52,Online,0,53,Q2,Low,Monthly,2,0
EU108772,35,Online,0,43,Q2,Moderate,Monthly,5,0
EU108773,63,Agent,0,40,Q3,Moderate,Annual,1,0
EU108774,49,Online,0,27,Q2,Moderate,Quarterly,2,0
EU108775,45,Agent,0,1,Q3,High,Annual,0,0
EU108776,34,Agent,0,49,Q3,High,Quarterly,0,0
EU108777,67,Online,1,48,Q3,High,Monthly,3,0
EU108778,39,Agent,1,16,Q3,Low,Quarterly,5,0
EU108779,43,Online,0,35,Q2,Low,Monthly,2,0
EU108780,46,Agent,0,15,Q1,Low,Quarterly,5,0
EU108781,45,Agent,1,34,Q4,Moderate,Quarterly,3,0
EU108782,68,Agent,0,53,Q1,Low,Quarterly,4,0
EU108783,56,Online,1,11,Q3,Moderate,Monthly,4,0
EU108784,47,Agent,1,9,Q3,Moderate,Quarterly,2,0
EU108785,37,Online,0,57,Q3,Low,Quarterly,3,1
EU108786,29,Online,1,24,Q1,Moderate,Annual,0,0
EU108787,28,Online,1,37,Q4,Low,Monthly,0,1
EU108788,52,Agent,0,35,Q1,Low,Annual,2,0
EU108789,38,Agent,1,22,Q4,Moderate,Monthly,0,0
EU108790,32,Online,1,40,Q3,Low,Monthly,3,0
EU108791,33,Online,1,38,Q2,Moderate,Monthly,3,0
EU108792,59,Online,1,7,Q2,Low,Monthly,1,1
EU108793,61,Agent,1,44,Q1,High,Monthly,1,0
EU108794,45,Agent,1,30,Q2,High,Quarterly,0,0
EU108795,42,Agent,1,60,Q2,Low,Monthly,5,0
EU108796,57,Online,1,29,Q4,Low,Monthly,1,0
EU108797,32,Agent,0,55,Q3,Low,Quarterly,5,0
EU108798,41,Online,1,39,Q2,High,Quarterly,1,0
