Cust_Id,Age,MonthlyIncome_EUR,MinBal_EUR,MaxBal_EUR,Age_with_Bank
144553,55,7385,3952,22697,10
144554,53,6003,2983,30354,10
144555,50,6019,4138,15745,10
144556,49,5537,4647,32806,13
144557,53,5610,3221,24216,12
144558,46,5176,4680,41686,13
144559,50,8821,4657,28327,14
144560,49,6065,4213,39271,11
144561,54,6166,5872,36146,13
144562,46,7416,2981,37565,15
144563,53,6566,4784,31374,14
144564,58,7243,3256,28336,9
144565,52,5481,4759,44111,9
144566,45,7953,2778,27069,13
144567,47,6812,3821,24670,10
144568,52,7350,3711,9515,14
144569,50,7239,3184,21824,9
144570,49,5796,3697,15131,11
144571,53,6161,2043,38212,12
144572,48,6959,3225,30910,10
144573,53,7659,2812,42136,10
144574,51,7311,2810,30243,12
144575,54,6772,3043,30488,10
144576,51,6384,3680,37578,12
144577,43,8326,4141,13967,11
144578,45,6030,2275,37243,12
144579,51,6512,3895,36996,15
144580,40,6826,2883,24699,4
144581,51,5637,2311,40574,12
144582,49,6539,4347,26305,12
144583,43,6429,3131,30649,13
144584,50,5877,4446,18449,12
144585,51,6723,2392,23772,15
144586,50,8106,3709,22836,14
144587,58,7592,3112,31441,11
144588,46,7649,4211,28137,13
144589,44,4932,2508,29024,9
144590,46,6200,2889,25417,13
144591,45,6754,2242,29933,12
144592,45,7258,2944,25455,12
144593,49,7777,4014,37261,14
144594,54,7498,2601,23165,10
144595,47,7961,2392,15768,10
144596,55,5582,5519,20470,12
144597,48,6660,3670,26284,15
144598,53,6898,1013,25834,15
144599,50,6781,2294,13284,13
144600,46,6942,2783,34407,14
144601,46,6961,4077,27983,9
144602,57,4643,3469,25908,10
144603,51,6947,2372,26942,12
144604,51,7806,3505,25452,10
144605,48,6364,3433,24785,12
144606,51,7537,4753,18838,11
144607,48,6114,4565,16166,13
144608,54,6056,4608,28301,12
144609,51,6802,4346,19624,12
144610,52,8334,3527,24860,8
144611,42,7962,3650,37115,9
144612,56,6091,3627,37465,12
144613,51,5747,3602,33285,10
144614,46,6801,3659,27093,12
144615,61,5554,3352,30431,10
144616,46,6886,3458,25039,12
144617,55,5998,1913,34213,11
144618,50,9008,3334,18531,11
144619,49,5735,4598,35416,12
144620,47,6125,3995,26948,12
144621,44,5739,2319,39747,8
144622,52,7605,2425,22181,13
144623,53,6636,3317,27609,10
144624,51,7735,1785,28235,11
144625,53,6960,1758,37868,11
144626,53,6033,4979,29426,13
144627,49,7472,4336,32317,9
144628,44,7430,4463,44875,9
144629,46,7297,3873,19897,11
144630,45,6210,3217,15093,11
144631,50,6078,3236,34837,10
144632,52,5749,3022,22846,12
144633,47,7307,4330,40268,10
144634,46,6747,2508,28345,10
144635,54,7845,3421,26466,16
144636,48,6770,3134,37153,13
144637,50,7391,2650,31950,13
144638,53,7252,4163,34493,11
144639,51,6797,2048,38354,9
144640,53,6100,3387,24102,9
144641,52,5552,4953,23144,15
144642,49,7095,4543,20634,11
144643,52,7625,3038,24044,13
144644,49,6256,3766,27788,12
144645,49,9467,3351,30485,9
144646,43,6192,2784,25562,14
144647,50,7545,4143,29790,14
144648,53,6076,4224,31693,15
144649,48,6590,4634,29162,12
144650,54,7396,3277,27302,11
144651,56,5712,2075,38247,9
144652,46,7086,4242,35691,10
144653,49,5179,2621,24988,9
144654,48,7648,2685,24438,11
144655,49,7138,3236,18165,13
144656,56,3718,4279,30912,13
144657,49,5240,3919,27706,10
144658,55,9230,4506,28912,11
144659,48,5118,3892,24391,12
144660,49,6229,3479,39217,11
144661,52,7387,2148,29178,12
144662,52,5811,3878,28246,12
144663,50,6375,3906,24608,11
144664,48,7446,5241,27952,13
144665,46,6038,3142,39830,16
144666,47,7793,3640,15281,14
144667,51,6965,4046,45038,10
144668,61,6772,4051,31125,13
144669,48,7654,5523,29152,13
144670,48,7373,1660,31715,14
144671,42,7644,4282,31089,10
144672,51,5431,2941,24970,12
144673,55,7844,3745,25354,13
144674,53,7029,4948,33764,8
144675,51,6210,3040,23138,12
144676,46,6680,2325,18071,10
144677,46,7465,3486,27137,11
144678,50,7332,2817,30056,10
144679,56,5791,4462,29179,10
144680,49,7174,1730,38662,10
144681,49,6044,3785,18488,10
144682,51,5987,5153,30031,12
144683,46,6921,2806,33868,7
144684,46,8625,3446,34406,12
144685,54,7757,3647,27822,14
144686,49,5707,5129,43395,14
144687,48,8210,3437,49212,11
144688,41,7928,2911,34002,9
144689,44,4405,3126,27076,11
144690,54,7632,3726,21777,10
144691,53,4969,3487,6952,13
144692,42,6766,4673,24421,13
144693,58,6120,3502,33668,15
144694,51,6447,4281,14050,12
144695,47,6653,3643,35069,11
144696,50,7019,2687,24485,13
144697,44,7320,5170,30772,15
144698,49,7172,4532,22765,11
144699,52,6565,3004,40615,13
144700,43,5997,3921,32840,10
144701,52,6683,2735,38974,11
144702,53,6117,2237,10735,12
144703,45,6792,4328,34041,11
144704,52,6063,4235,40665,11
144705,44,7168,3556,29570,9
144706,48,8677,3523,15681,12
144707,45,7957,2277,30866,12
144708,53,7435,5101,34556,8
144709,50,3813,2641,27170,9
144710,52,6696,4734,60725,13
144711,53,5144,5455,19941,13
144712,49,7229,3539,29679,10
144713,46,6454,3461,21854,12
144714,52,7029,3410,19609,9
144715,51,6910,3760,35293,12
144716,43,5960,3114,36691,12
144717,50,6258,3542,18120,13
144718,42,6300,3284,45737,11
144719,47,6121,3856,23667,14
144720,51,8922,2505,20994,11
144721,52,6505,4191,25709,10
144722,57,5065,3489,31010,13
144723,52,6648,4045,14626,10
144724,44,6508,2984,24493,12
144725,49,6959,4386,34714,10
144726,51,7500,3242,31501,8
144727,44,7263,3326,17031,13
144728,52,6126,1465,37821,7
144729,58,6663,3945,28310,12
144730,51,5637,5405,28603,11
144731,51,5265,3636,30410,13
144732,54,4661,3250,26919,10
144733,52,8642,2548,18318,11
144734,48,6584,3976,18518,12
144735,50,6942,3091,22939,12
144736,45,6888,3101,28450,17
144737,58,6514,4754,36163,8
144738,43,8754,3514,28540,16
144739,46,6533,3895,22992,10
144740,53,6267,2345,23579,13
144741,60,7293,3568,19263,15
144742,48,8033,3133,33500,9
144743,38,6323,2630,25491,13
144744,43,6499,3652,30688,9
144745,55,6738,4479,26596,12
144746,43,5158,3460,32751,11
144747,38,5988,2781,20633,8
144748,46,6302,3966,30295,9
144749,51,6874,2230,21928,10
144750,51,6369,4011,36896,10
144751,56,5188,3154,22135,14
144752,47,6849,4187,24635,8
144753,49,6782,2368,28774,14
144754,47,7638,1870,32322,9
144755,47,5968,2515,30752,9
144756,50,8300,2470,44201,9
144757,48,7556,2491,31156,13
144758,47,7367,5541,34970,13
144759,43,5822,2303,18562,13
144760,44,6039,3546,35503,7
144761,56,5302,3385,17658,14
144762,53,6663,3717,32175,14
144763,49,6462,3566,30352,9
144764,52,6580,2302,50931,7
144765,48,6552,4807,46803,10
144766,49,6191,4245,27440,16
144767,59,6628,4408,29751,13
144768,43,7242,4368,26038,9
144769,56,6328,4152,27320,9
144770,48,6501,4941,13592,9
144771,50,6462,2843,22428,11
144772,53,5665,3547,21936,12
144773,51,6538,4001,28262,11
144774,44,7652,2821,20572,12
144775,56,8690,3643,34599,7
144776,51,9097,1308,27210,12
144777,42,6764,4362,22770,12
144778,51,6928,3920,24396,13
144779,50,7301,4178,23682,9
144780,48,5726,4042,15914,11
144781,43,6900,3829,22460,11
144782,57,7844,2023,21079,11
144783,46,5157,3480,32775,12
144784,51,8507,1737,20447,13
144785,53,6634,2651,24517,11
144786,46,7235,4378,32950,10
144787,50,7001,4720,30375,14
144788,49,7501,3771,33767,17
144789,44,8513,3592,27307,12
144790,48,8456,4132,27246,10
144791,47,6137,3207,40005,15
144792,50,7302,4247,8645,10
144793,60,6381,2812,35782,14
144794,53,7536,3404,32725,11
144795,48,6835,3233,47921,12
144796,51,7312,2990,26497,13
144797,58,8161,3376,31882,16
144798,42,6331,3601,23491,8
144799,45,7047,3867,25507,12
144800,46,6643,3331,21561,11
144801,59,6687,4972,29122,11
144802,52,4780,3052,16840,13
144803,48,4143,2326,19425,12
144804,47,6899,2167,31069,9
144805,53,6790,3589,19332,13
144806,53,7764,2876,38561,13
144807,49,6493,2307,28874,9
144808,52,9511,1319,24079,15
144809,43,7171,4259,24732,12
144810,54,5837,4549,25886,12
144811,57,7291,2808,20758,9
144812,51,5544,2080,40518,12
144813,51,6442,1356,36400,11
144814,54,4837,4181,26658,12
144815,49,5221,2521,23705,9
144816,54,7824,5374,28969,10
144817,49,7828,2525,29664,9
144818,51,6924,4318,27073,10
144819,51,5922,2127,30235,10
144820,46,7206,3822,17271,13
144821,49,7090,413,22537,12
144822,46,6793,3239,18774,10
144823,49,3257,4326,14743,16
144824,52,5877,889,19337,14
144825,57,6400,4150,44901,9
144826,49,6977,2714,37155,10
144827,48,7894,3902,33166,12
144828,52,7483,3823,34171,12
144829,47,5732,3931,25492,9
144830,50,7703,4315,30222,9
144831,45,7957,4420,33316,12
144832,42,6787,5136,20280,7
144833,50,7205,3193,32489,15
144834,52,6711,2826,23351,12
144835,48,6218,845,29321,14
144836,54,7263,3509,14207,11
144837,51,7005,3974,30483,11
144838,42,6432,4528,38140,10
144839,48,6613,4010,28019,13
144840,55,7844,3751,28295,12
144841,47,6552,3166,33254,10
144842,49,7018,3033,25439,10
144843,51,8481,2044,29591,14
144844,47,4724,2646,28496,10
144845,55,6131,1499,23388,12
144846,48,7742,3596,31595,9
144847,45,6935,4139,18369,10
144848,45,5796,2741,29965,13
144849,51,7122,4344,42664,11
144850,47,8835,4052,22691,12
144851,48,7354,2411,33969,12
144852,58,6493,4925,32724,11
144853,54,7547,3228,42926,11
144854,51,8575,3186,23466,13
144855,48,5192,3647,28410,13
144856,49,7603,5019,10564,11
144857,44,7174,3794,42397,12
144858,49,8210,3227,36221,14
144859,46,8751,4102,25453,14
144860,42,6188,3390,9773,13
144861,51,6186,3367,16917,10
144862,53,6733,3842,19914,11
144863,47,6340,5394,30442,17
144864,49,5850,3437,26308,10
144865,45,5883,4495,37935,11
144866,49,5664,4158,15609,10
144867,44,5564,3446,44603,14
144868,47,6282,5099,52381,16
144869,54,7325,2331,24233,12
144870,45,5465,4324,40674,11
144871,52,6094,2703,32802,10
144872,47,5220,2009,20040,10
144873,48,7562,4363,28731,12
144874,53,5779,2984,19735,12
144875,45,6759,1721,11588,10
144876,56,6295,5234,20545,10
144877,50,7125,2619,13837,10
144878,53,6534,3711,31017,15
144879,48,5321,2336,41953,11
144880,48,7509,5422,18972,13
144881,47,6885,3367,29148,12
144882,48,7524,4987,42111,9
144883,56,5228,5069,28262,10
144884,48,7061,5000,32724,13
144885,49,5852,2196,25410,15
144886,51,7852,4711,28842,14
144887,58,7499,4599,29494,11
144888,48,8902,4375,26123,11
144889,48,7701,2557,33712,9
144890,49,6533,1604,27411,12
144891,50,6853,4088,28008,9
144892,47,7695,3090,14788,15
144893,47,6300,2774,20211,10
144894,52,6578,4330,17135,9
144895,55,7220,3099,23377,14
144896,59,6675,2879,32566,11
144897,45,6742,3583,26815,15
144898,49,7374,4708,28927,12
144899,43,7340,1817,28665,13
144900,45,8070,3421,21417,11
144901,49,7377,2480,31042,12
144902,48,6793,2665,31436,13
144903,45,9078,2320,44583,8
144904,56,6892,3647,32259,12
144905,45,6474,4033,37902,14
144906,53,7972,3368,22630,13
144907,45,7295,5620,25108,11
144908,55,6929,4740,24041,12
144909,48,6747,5223,20166,13
144910,42,7555,4042,25179,12
144911,49,7362,3415,22404,15
144912,54,6243,6300,39970,11
144913,40,6962,3576,22438,11
144914,50,8072,801,30848,11
144915,55,7073,4488,21998,13
144916,48,7785,2082,44058,10
144917,54,6777,4251,21414,13
144918,45,6363,3284,25979,11
144919,46,7385,3602,43621,13
144920,44,6405,2640,43032,12
144921,55,6785,3063,22525,15
144922,51,7223,3399,25526,12
144923,44,9169,3273,23706,13
144924,50,7441,3642,17025,9
144925,51,8125,2761,31148,14
144926,51,7362,3702,26730,10
144927,49,8628,2764,28773,13
144928,47,7005,4129,32418,14
144929,51,8192,3882,22425,12
144930,45,6808,3452,11273,8
144931,47,6938,4470,23187,9
144932,56,5905,2854,22448,13
144933,51,6123,3079,40157,9
144934,50,7201,3549,42000,10
144935,48,7008,3436,24809,11
144936,53,6528,3162,44283,8
144937,41,5729,4235,25861,13
144938,51,6800,3132,34224,11
144939,49,5634,3172,29625,11
144940,47,6938,2669,8691,12
144941,46,6932,2867,14275,12
144942,50,5609,4660,14739,10
144943,52,5681,2767,27609,13
144944,50,7104,4659,15853,15
144945,50,5936,3419,32269,11
144946,51,6694,4074,42544,7
144947,57,10073,2270,29096,12
144948,50,8728,3423,24231,13
144949,43,5872,3074,29230,4
144950,50,5816,2860,27773,10
144951,43,6879,2784,21515,12
144952,51,6978,2805,38600,11
144953,49,7169,5070,43371,10
144954,48,8032,3720,25834,10
144955,52,7261,3666,51690,14
144956,52,6828,2248,10557,14
144957,55,5433,3864,19728,10
144958,47,7763,4537,22913,13
144959,49,7156,3553,17508,10
144960,50,8251,3821,32356,12
144961,52,8148,3476,23213,11
144962,50,6106,2201,38105,12
144963,47,5750,3177,36795,10
144964,49,8541,3893,54285,11
144965,49,8359,1595,23828,14
144966,48,6688,4128,39248,17
144967,50,6471,3627,3627,12
144968,52,6363,2812,35077,10
144969,48,7221,4984,28872,11
144970,52,4414,3252,15332,13
144971,49,7181,4228,16612,15
144972,48,8582,4107,35507,14
144973,49,7035,3460,24769,12
144974,56,8087,3726,26194,13
144975,46,5529,4736,25726,14
144976,52,7726,3892,36754,12
144977,50,6435,4571,26976,14
144978,51,6492,3990,32725,12
144979,51,8453,3063,18324,14
144980,50,6983,3788,27685,10
144981,50,8121,3641,28652,10
144982,46,7605,2685,33413,13
144983,48,7031,3696,29264,12
144984,53,6541,3436,19589,13
144985,51,6492,2855,25080,12
144986,46,5919,1931,17870,18
144987,49,8248,3858,39762,13
144988,50,7209,3290,25500,11
144989,52,7653,2642,32320,12
144990,45,7079,4134,30146,11
144991,54,5620,2760,37055,12
144992,47,6142,3190,27233,13
144993,45,9735,4265,22759,12
144994,48,5986,2521,23213,9
144995,48,6141,2108,33982,15
144996,46,6128,3221,27155,10
144997,46,7343,4110,28500,9
144998,53,6078,3492,26748,13
144999,51,8421,2740,19988,12
145000,50,7335,5006,26978,14
145001,53,6833,3243,32941,9
145002,49,6006,3826,20417,14
145003,46,5574,4369,13086,6
145004,54,7511,2729,37587,11
145005,49,7187,4939,29959,11
145006,52,9355,3658,28997,16
145007,43,7837,2738,29403,11
145008,51,5784,2949,23899,12
145009,54,5778,3482,40156,10
145010,42,6321,5086,37752,16
145011,50,6443,4442,42594,11
145012,43,6436,4204,17751,9
145013,50,8454,2041,39844,10
145014,54,5810,4025,31972,11
145015,44,6781,4097,30769,14
145016,48,6268,3574,14847,10
145017,57,7161,2754,32868,14
145018,49,6521,4589,20228,12
145019,48,4854,3510,32820,14
145020,50,4695,2319,25652,10
145021,44,6204,2397,25363,12
145022,46,6348,4141,43967,12
145023,54,6901,4273,41042,9
145024,44,5432,3065,15014,14
145025,51,5721,3446,30320,9
145026,46,7525,4106,19452,10
145027,57,7339,3066,23955,9
145028,51,4690,4871,22628,12
145029,45,5872,289,18072,13
145030,52,6271,2635,23194,11
145031,40,7785,4494,33001,8
145032,40,5961,4848,15689,14
145033,46,6114,3496,34159,13
145034,54,6308,1937,32157,10
145035,54,8046,2518,12429,13
145036,51,6887,3762,18548,9
145037,54,6436,4226,38468,9
145038,48,6411,2958,27664,12
145039,49,6676,4193,17853,11
145040,51,6233,2979,37439,10
145041,51,8560,2901,16582,12
145042,53,6722,2999,25425,12
145043,53,6289,3951,30184,10
145044,48,4649,431,33706,11
145045,55,6128,3128,25649,9
145046,56,7070,2309,12478,10
145047,49,7346,4768,22823,12
145048,52,6791,4013,33478,12
145049,48,6308,2287,39132,14
145050,53,7383,4724,34107,12
145051,48,5755,2792,25602,12
145052,55,5260,4406,30935,12
145053,52,5931,2343,5512,8
145054,50,6633,1592,24570,11
145055,48,8253,4591,32863,9
145056,46,6143,5573,22497,13
145057,41,6390,4134,45208,9
145058,56,7360,1964,35887,12
145059,51,7382,2941,41787,9
145060,45,8390,1995,28110,10
145061,49,7311,4856,48995,12
145062,52,6073,4999,30412,10
145063,48,5274,4426,14367,15
145064,56,6021,4749,11544,13
145065,48,6213,4113,20897,13
145066,47,6805,3040,22466,10
145067,49,7228,2641,12452,9
145068,52,7535,3471,26142,10
145069,50,7420,2875,23483,13
145070,51,7613,3889,43182,9
145071,52,7524,3922,29227,10
145072,47,6493,4205,38861,9
145073,58,6012,3587,37850,8
145074,53,7275,4438,27996,9
145075,52,5265,4154,40458,11
145076,53,7410,4319,33889,12
145077,54,6062,1428,30629,10
145078,53,8571,2679,31101,11
145079,51,6764,2911,28682,11
145080,51,7202,2828,16995,10
145081,50,7394,4445,23004,12
145082,46,5758,4236,29870,15
145083,48,5795,2140,34270,13
145084,57,6555,3454,32739,6
145085,48,5027,4588,42072,11
145086,52,7732,3614,23141,10
145087,42,8438,3357,33297,11
145088,47,7822,6632,22027,13
145089,48,5001,3219,24323,12
145090,52,7330,3056,47559,10
145091,48,8667,4206,26833,8
145092,53,7223,3583,40817,15
145093,50,7747,2078,29095,12
145094,53,9150,3752,29297,16
145095,47,7718,3762,13789,13
145096,53,7113,3741,29964,13
145097,49,7018,3324,40262,15
145098,52,6729,5109,13178,8
145099,41,9353,3947,38394,9
145100,46,6654,2857,25259,10
145101,56,7752,2212,23390,9
145102,40,6703,3581,39265,9
145103,47,6307,2776,23422,14
145104,52,5078,4860,33213,11
145105,50,6521,3495,25288,13
145106,49,8496,2749,16321,9
145107,48,8176,4944,35300,11
145108,46,6582,2735,27171,13
145109,52,6707,4517,34660,11
145110,50,5314,3910,20687,12
145111,53,6038,2231,37330,13
145112,43,5834,2795,23936,11
145113,52,7969,4761,32327,11
145114,45,7432,2158,27685,10
145115,40,6942,4391,17042,10
145116,45,8157,3935,31269,9
145117,53,5634,3730,21872,13
145118,48,6633,3425,36426,13
145119,43,5470,3142,30867,13
145120,51,6749,4368,29245,14
145121,50,7997,5272,34619,12
145122,53,6058,4094,15634,13
145123,49,5075,4001,34348,15
145124,50,6575,4982,24029,9
145125,48,6214,3891,28477,13
145126,48,5656,3050,33577,11
145127,53,7137,4061,39474,9
145128,51,6041,3111,23865,16
145129,50,5615,4577,20505,12
145130,47,7552,3917,44342,16
145131,45,6835,1298,38237,15
145132,49,8510,5535,30732,13
145133,45,8230,4649,8048,11
145134,55,7003,4346,18056,10
145135,49,7399,3365,13336,12
145136,55,5908,3656,24214,14
145137,55,7293,2536,26839,9
145138,51,6935,2301,19329,10
145139,46,6628,3670,25756,14
145140,40,6753,3245,29946,9
145141,54,3252,3744,37038,14
145142,54,7601,3555,31833,12
145143,54,8313,1053,21207,13
145144,49,4940,2678,27975,9
145145,45,6310,2535,13073,11
145146,46,8330,2792,30050,14
145147,52,5364,3045,42815,12
145148,53,7400,5491,22220,10
145149,52,7227,2714,32349,16
145150,54,4450,3224,24802,9
145151,53,4853,2750,24470,12
145152,50,8652,1815,17924,11
145153,52,7284,4054,22559,13
145154,50,7807,4272,31922,11
145155,46,6619,3482,31485,10
145156,48,7304,4915,24873,14
145157,47,6146,4900,27249,13
145158,48,6411,5151,14978,6
145159,60,5635,4491,28803,10
145160,48,6551,2867,19428,12
145161,48,7889,3526,40556,13
145162,46,7460,1645,16641,9
145163,52,8027,4018,19233,14
145164,50,8767,3268,18161,9
145165,47,6655,4372,40084,14
145166,48,8267,2981,30312,14
145167,53,6559,1789,35791,12
145168,45,6174,4501,26445,9
145169,47,6692,2849,26685,12
145170,50,6120,4293,28485,13
145171,50,8208,4646,49205,11
145172,52,8733,5001,33363,12
145173,46,8304,2793,24473,11
145174,41,6602,4000,22923,10
145175,49,7306,4390,39370,8
145176,47,6309,4170,37467,8
145177,47,7086,3882,31584,12
145178,50,5972,3672,26224,11
145179,39,5666,4784,42495,10
145180,48,5723,3596,27844,12
145181,50,6974,3125,21016,13
145182,50,8500,2666,31395,13
145183,46,7138,2850,18113,12
145184,56,7010,5958,38671,10
145185,52,7232,4256,18609,13
145186,51,5456,3529,22668,10
145187,53,5931,3731,11279,14
145188,49,7113,3623,29552,7
145189,52,9236,5830,15317,9
145190,49,5732,2597,29774,11
145191,49,7779,2948,8433,10
145192,50,7571,2974,31619,11
145193,52,6348,3041,5017,9
145194,46,7267,2270,13221,12
145195,42,7465,4551,32073,12
145196,46,6479,3447,22770,12
145197,49,8096,5115,30302,10
145198,52,6042,4064,26191,12
145199,55,7845,3003,30711,13
145200,55,5551,3498,42340,11
145201,51,6085,3524,27401,13
145202,50,7086,4866,32308,15
145203,50,7233,5671,27723,14
145204,52,7550,3944,19776,11
145205,50,6436,5399,43777,14
145206,47,5679,1819,20512,12
145207,53,6477,2957,37093,12
145208,52,6208,3873,31596,11
145209,54,7308,2631,32460,10
145210,55,8040,5460,32241,11
145211,49,7292,4058,30342,12
145212,44,7133,4313,38956,11
145213,43,7470,3249,41042,12
145214,51,5977,2207,18193,14
145215,55,7940,2794,27262,11
145216,48,6352,3570,25319,10
145217,55,7096,3749,22515,12
145218,43,8852,2581,29002,12
145219,44,5856,4551,34054,14
145220,39,5473,3426,23234,13
145221,46,5862,2260,48522,15
145222,49,7199,4004,23626,11
145223,47,6736,1827,32655,8
145224,48,7188,2788,23158,9
145225,51,6380,3744,25024,13
145226,54,7996,3535,37044,12
145227,48,5980,2878,43502,10
145228,56,6360,3367,19914,11
145229,46,6142,5611,51024,13
145230,47,7276,3827,21034,9
145231,54,7680,3872,24322,10
145232,41,8390,2000,38705,14
145233,51,6850,2422,37365,14
145234,44,7072,2985,50017,12
145235,46,7650,3452,36377,12
145236,44,4282,3441,34806,10
145237,45,7100,3819,23811,8
145238,47,6649,3756,30589,14
145239,48,5427,3725,17604,14
145240,49,7284,2192,37725,12
145241,50,7226,3485,27000,12
145242,47,5656,1285,24139,9
145243,51,7698,3303,36618,11
145244,51,7448,3822,20292,8
145245,51,6514,3543,25416,16
145246,50,6052,5413,41146,14
145247,50,7069,4083,29811,11
145248,48,6589,2678,25997,14
145249,48,5580,3573,24086,9
145250,54,6940,3765,36224,11
145251,49,7028,3605,24310,14
145252,48,7019,5064,9351,9
145253,46,6070,3335,21988,11
145254,53,5467,3980,25022,11
145255,52,8053,1965,34067,16
145256,52,6206,5387,29939,10
145257,45,7654,4263,39954,8
145258,51,5532,3092,27410,11
145259,49,3898,3733,22403,14
145260,51,8581,4257,14972,14
145261,53,5933,3170,11491,14
145262,43,6329,4156,19107,10
145263,49,5187,2880,26194,11
145264,53,6087,2416,31527,10
145265,61,5931,5838,32668,12
145266,47,7497,4962,24894,10
145267,45,7611,5014,30110,11
145268,42,5515,2386,35855,12
145269,57,5753,3700,35518,13
145270,50,6755,4254,22141,12
145271,44,6263,2406,34365,11
145272,53,8286,2841,29007,9
145273,45,5887,2841,25555,11
145274,52,5251,3504,23844,15
145275,47,7969,2513,31386,11
145276,50,7330,1182,31661,13
145277,52,3804,4706,37836,11
145278,52,6100,2710,27346,9
145279,43,6230,4654,19866,11
145280,53,7165,2485,28280,11
145281,46,6920,5251,26972,8
145282,45,6878,4416,26620,8
145283,45,9819,2469,22368,12
145284,43,7195,2036,29049,11
145285,59,5730,2988,44837,10
145286,48,7984,3556,24934,7
145287,44,8947,5201,18665,13
145288,54,4726,3030,22794,11
145289,45,4811,4234,34433,14
145290,48,6695,3219,24150,11
145291,52,8638,3390,24196,12
145292,48,5545,2532,21273,10
145293,51,6203,3399,12694,13
145294,48,5667,2760,15749,8
145295,47,6176,3994,17089,11
145296,50,5786,2608,25246,17
145297,47,5180,3411,24400,15
145298,52,7250,3631,28799,14
145299,47,8134,5887,34027,10
145300,45,6541,3732,35494,17
145301,54,5100,4563,31063,11
145302,51,5782,4602,42289,16
145303,45,6522,4866,17715,14
145304,44,8121,2977,26085,15
145305,51,5780,3387,31241,11
145306,50,6140,3523,25743,13
145307,52,7783,5073,26481,10
145308,39,6968,4425,18236,11
145309,49,6843,2165,30345,14
145310,56,6290,2866,17664,8
145311,43,7807,3122,24543,11
145312,44,4841,3468,34559,10
145313,53,7278,5198,33219,14
145314,55,7841,3277,28728,11
145315,49,5223,3226,34392,10
145316,52,8276,4705,27307,12
145317,47,6510,2097,16614,11
145318,51,6312,3756,20553,11
145319,53,6689,2157,32400,12
145320,45,5698,3711,21534,15
145321,43,6113,3259,36174,12
145322,47,6294,2637,43501,10
145323,52,6218,3157,41286,12
145324,53,5391,2393,14269,12
145325,43,7850,3757,38511,13
145326,56,5608,3160,10067,11
145327,53,7354,4158,14056,14
145328,50,6609,3921,14521,15
145329,45,7825,4100,13873,13
145330,52,8182,1422,15792,14
145331,45,7889,4480,47950,13
145332,47,6840,4233,25668,12
145333,48,6351,3472,25219,10
145334,49,6655,5370,33764,9
145335,52,9461,3619,34156,15
145336,48,5823,4100,38973,13
145337,51,7168,4804,40256,12
145338,42,5799,4216,15583,10
145339,55,6558,2325,20751,14
145340,55,7074,3752,7533,10
145341,51,7506,4816,18972,13
145342,51,6168,2644,15503,13
145343,49,8100,2910,31617,13
145344,51,6849,3777,13224,12
145345,47,6263,3952,19053,16
145346,49,7313,3230,19085,14
145347,50,6396,1643,19444,13
145348,43,4714,2271,27734,12
145349,55,6134,3595,25394,12
145350,50,8224,3109,12310,11
145351,52,8151,2508,29971,7
145352,49,6056,3131,28148,9
145353,52,5910,3748,43472,13
145354,44,2298,3230,33884,11
145355,54,6507,4139,34188,13
145356,43,6420,2613,26293,13
145357,47,7871,2820,36384,9
145358,53,7260,4095,19038,15
145359,56,6014,4186,29440,14
145360,56,6078,2660,27511,13
145361,53,7077,4018,19553,14
145362,51,6876,2710,33635,12
145363,59,5872,3833,29278,12
145364,51,8945,3843,47477,13
145365,47,5890,3901,38581,8
145366,47,8360,2917,22712,12
145367,47,6143,4657,25245,15
145368,50,6312,2198,28270,11
145369,52,8423,4390,31041,13
145370,46,6657,4808,23810,11
145371,45,7694,2084,23788,10
145372,49,7978,3724,21975,14
145373,50,5898,3073,30037,11
145374,49,8033,3504,20775,14
145375,47,7619,4510,39298,13
145376,48,6202,4760,38400,17
145377,50,6923,3161,34139,10
145378,46,6160,3208,21563,9
145379,52,5854,4607,36529,11
145380,53,7843,2576,34685,14
145381,47,6538,3824,29439,11
145382,41,7242,3686,39739,10
145383,51,8384,3714,33624,11
145384,46,7284,2482,28534,14
145385,55,6772,2195,19426,9
145386,53,8948,3039,28210,8
145387,42,7560,3936,28999,11
145388,49,8185,4356,19982,13
145389,50,4749,4828,28578,17
145390,47,7123,2743,30831,13
145391,53,7599,3126,38612,12
145392,41,7827,4585,30477,11
145393,47,6447,3609,21817,14
145394,49,6581,3516,31118,15
145395,57,8519,2073,45834,11
145396,49,7630,2836,2836,11
145397,46,7703,3377,28604,12
145398,54,6331,4662,32164,13
145399,44,5684,3317,21454,9
145400,46,6047,3667,45233,11
145401,51,5117,3614,26398,15
145402,51,5200,3743,31115,13
145403,45,9526,1759,33317,11
145404,54,7826,2114,36270,13
145405,50,5941,3992,25178,13
145406,58,8239,4719,19949,10
145407,51,7826,3691,30110,10
145408,50,7822,4392,18949,11
145409,56,5663,2606,29461,15
145410,49,6652,3799,22696,10
145411,48,5377,3464,32509,9
145412,45,5655,3977,36478,11
145413,51,7551,2724,15365,11
145414,54,7878,3153,28351,11
145415,43,6516,4176,20074,9
145416,49,5040,3910,41587,10
145417,46,8684,3072,19018,14
145418,53,7287,2814,31093,14
145419,53,6024,3423,17098,9
145420,51,9558,3075,16995,9
145421,42,6821,2809,27365,13
145422,44,8670,3784,32603,14
145423,46,7139,3864,38139,12
145424,45,6994,3441,28741,13
