custid,debtinc,creddebt,othdebt,preloan,veh,house,selfemp,account,deposit,emp,address,branch,ref,age,gender,ms,child,zone,bad
3142,9.75,1.3,2.55,1,1,2,2,1,2,4,8,1,2,3,2,1,1,18,0
3143,5.01,1.64,2.25,1,2,2,2,2,2,16,19,1,2,1,2,2,2,9,0
3144,18.36,10.22,28.53,2,1,1,2,1,1,6,3,1,2,2,2,2,1,7,1
3145,15.47,4.58,6.4,2,2,2,2,2,1,18,4,2,1,2,1,2,1,7,0
3146,20.39,2.08,2.9,2,2,1,2,2,1,1,8,2,1,1,2,1,1,19,1
3147,8.61,1.19,1.18,2,2,2,1,2,2,3,0,2,2,3,1,1,1,11,0
3148,12.59,3.88,2.7,2,1,2,2,2,1,10,13,1,2,2,2,1,1,14,0
3149,3.3,0.75,1.78,2,1,1,2,2,1,3,8,2,2,2,1,2,2,17,0
3150,5.14,2.64,3.01,1,2,2,2,2,1,2,2,2,1,3,2,1,1,10,0
3151,3.34,0.68,0.9,2,1,1,2,1,1,8,22,1,2,2,1,2,2,7,0
3152,23.59,2.93,3.26,2,2,2,1,1,2,1,3,1,2,2,2,1,1,3,0
3153,5.29,2.07,1.05,2,2,1,1,1,2,10,9,2,2,2,1,1,1,14,0
3154,8.68,2.93,4.31,1,2,2,2,1,2,6,14,2,2,1,1,1,1,14,0
3155,19.6,9.13,5.11,1,2,1,2,2,2,18,7,2,1,2,1,2,2,8,1
3156,18.53,2.99,9.34,2,1,2,1,1,2,8,7,1,1,2,2,1,1,6,1
3157,27.81,2.72,5.02,1,2,1,2,1,2,2,15,1,2,1,2,2,1,4,0
3158,18.41,0.65,3.01,1,1,2,1,2,1,1,2,1,1,3,2,1,1,19,1
3159,25.6,4,10.61,1,1,1,2,1,1,10,11,1,1,2,2,1,1,4,0
3160,10.58,2.74,0.96,1,1,1,2,1,2,1,2,1,2,3,2,1,1,3,0
3161,5.69,0.44,0.62,1,1,2,1,1,1,13,7,1,1,3,2,2,2,7,0
3162,1.9,1.44,1.46,1,2,2,1,2,2,15,3,2,2,3,2,2,1,12,0
3163,22.11,2.5,2.8,2,2,2,2,2,1,7,7,2,1,2,1,2,1,16,0
3164,11.59,1.78,2.21,1,1,1,2,1,1,2,22,2,1,1,1,1,1,5,0
3165,17.31,4.38,0.9,2,2,2,1,1,1,0,18,1,2,3,1,1,1,3,0
3166,3.86,1.78,1,2,1,1,1,2,1,3,14,1,2,1,1,2,1,6,0
3167,12.9,3.07,2.18,1,2,1,2,2,1,5,13,2,1,2,2,2,2,20,0
3168,3.35,1.32,1.57,2,2,2,1,2,2,19,10,1,1,2,2,1,1,7,0
3169,14.05,5.59,2.81,1,2,1,1,2,1,18,10,1,2,2,1,1,1,1,0
3170,7.16,1.37,2.17,1,2,1,1,2,2,22,4,2,2,3,2,1,1,16,0
3171,10,2.27,3.84,2,2,2,2,2,1,14,12,2,1,1,1,1,1,3,0
3172,11.11,2.21,2.58,2,1,1,1,1,1,8,4,1,1,1,2,1,1,15,0
3173,5.59,2.84,1.46,1,1,2,2,1,1,9,11,1,2,2,1,2,1,14,0
3174,44.36,15.26,16.36,2,2,2,2,2,1,15,9,1,1,3,1,1,1,6,0
3175,1.81,3.03,2.82,1,2,1,2,2,2,20,17,2,1,1,1,2,2,2,0
3176,5.12,2.97,1.91,2,2,1,1,1,2,2,5,2,1,3,2,1,1,13,0
3177,7.67,2.61,2.19,1,2,2,2,1,1,8,16,1,1,3,1,1,1,10,0
3178,9.31,1.21,1.28,2,1,2,1,2,2,1,1,1,2,3,2,1,1,5,0
3179,6.26,3.1,2.29,2,1,1,1,2,2,15,3,2,1,2,2,1,1,4,0
3180,3.92,0.76,0.76,1,2,1,1,1,2,10,7,1,2,3,1,2,2,18,0
3181,12.04,4.26,2.78,1,1,1,2,1,1,13,8,2,1,2,2,1,1,4,0
3182,32.76,7.38,9.91,2,1,1,1,2,1,13,21,1,1,2,2,1,1,1,0
3183,16.58,6.3,4.66,2,1,1,2,1,2,3,12,2,2,1,1,1,1,10,0
3184,5.27,2.26,1.23,2,2,1,2,1,1,3,3,2,1,2,1,1,1,5,0
3185,11.77,1.41,5.47,1,1,2,1,1,1,10,0,1,2,3,2,2,2,11,1
3186,22.1,4.25,6.14,1,1,1,2,1,2,3,11,1,1,2,2,2,2,13,0
3187,7.81,1.07,2.9,2,1,2,2,1,2,7,3,1,2,2,2,1,1,2,0
3188,6.61,2.32,5.23,1,1,1,2,1,2,15,1,2,2,1,2,2,1,15,0
3189,6.53,2.8,2.11,2,1,2,2,2,1,7,10,1,1,1,2,1,1,9,0
3190,9.7,3.46,4.25,1,2,2,1,2,2,13,9,2,2,1,1,2,1,3,0
3191,4.6,0.89,4.01,2,1,2,1,2,2,23,4,1,1,1,1,1,1,1,0
3192,9.53,1.18,1.96,1,1,2,2,2,2,3,5,1,1,3,1,2,2,18,1
3193,3.68,2.88,2.48,2,1,1,2,2,1,3,14,2,2,1,2,1,1,16,0
3194,21.03,8.6,6.6,2,2,2,2,1,2,6,30,1,1,2,2,2,1,1,0
3195,21.09,3.37,8.36,2,1,2,2,2,1,9,1,2,1,3,2,1,1,7,1
3196,16.19,2.47,4.73,1,2,1,2,1,2,6,5,2,1,1,1,2,1,2,0
3197,18.25,3.89,5.42,1,2,2,2,2,2,15,9,1,2,1,2,1,1,13,0
3198,14.09,4.29,2.26,1,2,1,1,1,2,11,5,1,2,1,2,2,2,7,0
3199,10.82,3.71,2.34,1,2,1,2,2,2,0,7,2,1,1,2,2,1,14,0
3200,10.31,1.12,0.95,1,1,1,2,1,1,2,2,2,2,1,2,1,1,18,1
3201,11.21,0.99,2.32,2,1,1,2,2,1,1,4,1,1,1,1,2,2,3,0
3202,1.66,0.67,0.62,1,1,2,1,1,2,5,14,1,2,2,1,1,1,8,0
3203,12.22,3.67,3.37,2,2,2,2,1,1,6,2,2,2,3,1,1,1,2,0
3204,31.13,6.75,16.19,2,2,1,1,2,1,0,8,2,2,1,2,2,2,10,1
3205,19.36,4.73,5.01,1,2,1,2,1,2,18,11,2,2,2,2,1,1,18,0
3206,11.45,2.86,7.74,2,2,1,2,2,1,16,15,1,1,3,2,1,1,19,0
3207,7.15,2.48,1.55,2,2,2,1,1,2,13,2,2,2,3,2,2,1,6,0
3208,9.07,2.35,5.85,2,1,1,2,2,2,1,9,2,1,3,2,1,1,10,0
3209,8.1,2.11,1.54,2,2,1,1,1,2,13,12,2,1,1,2,1,1,14,0
3210,7.01,2.96,2.14,1,1,2,2,1,2,11,4,2,1,1,2,1,1,18,0
3211,5.47,4.22,3.01,2,1,2,2,2,1,21,26,2,1,1,1,2,2,11,0
3212,16.12,3.99,9.78,2,2,1,2,2,1,23,24,2,1,2,1,2,2,7,0
3213,7.45,2.94,1.82,2,2,1,2,2,2,15,17,2,1,3,1,1,1,7,0
3214,13.34,4.28,1.6,2,1,1,1,1,1,1,6,2,2,1,1,1,1,12,1
3215,25.73,4.92,5.65,2,1,1,2,2,1,2,7,1,1,2,2,2,2,17,1
3216,7.55,2.55,4.23,2,2,2,1,2,1,8,5,2,1,1,2,1,1,12,0
3217,5,0.23,2,1,1,2,1,1,2,2,1,2,2,3,2,2,2,4,0
3218,4.98,0.9,3.26,1,2,2,2,1,2,5,3,2,1,3,1,2,1,7,0
3219,25.9,5.99,9.94,2,1,2,2,1,2,11,4,1,2,1,1,2,1,2,1
3220,34.26,3.84,12.03,1,1,1,2,2,1,20,8,1,1,2,2,1,1,18,0
3221,16.89,2.22,1.92,2,2,1,2,2,2,2,15,2,2,1,2,1,1,2,1
3222,7.85,1.89,3.31,1,2,1,1,2,2,16,10,2,2,2,1,2,1,7,0
3223,7.72,3.13,1.82,2,2,1,1,1,1,3,7,1,1,1,2,2,2,6,0
3224,5.16,0.91,1.99,1,1,2,1,2,2,9,7,1,2,3,2,2,1,11,0
3225,21.97,1.02,5.25,1,2,1,2,2,1,1,5,2,2,2,2,2,2,12,1
3226,5.35,0.37,1.13,1,2,1,2,2,1,8,0,2,2,3,2,1,1,20,0
3227,6.25,2.43,0.72,1,2,1,1,1,1,1,2,2,2,2,1,2,1,16,0
3228,0.69,0.17,1,2,1,2,2,2,2,16,7,2,2,2,1,1,1,20,0
3229,7.44,1.22,1.9,1,2,2,2,2,2,3,2,1,1,1,1,2,1,2,1
3230,23.7,8.12,10.39,1,2,2,2,1,1,21,3,1,1,3,1,2,2,19,0
3231,26.57,8.8,11.11,2,1,1,2,2,1,13,5,2,1,1,2,2,1,9,1
3232,5.22,1.27,1.22,1,2,1,1,1,2,11,5,1,1,1,2,1,1,7,0
3233,9.4,3.42,4.83,2,1,1,1,2,2,9,5,2,1,1,2,1,1,8,0
3234,17.3,3.3,2.6,1,1,1,2,1,2,1,8,1,2,2,1,2,1,7,0
3235,19.02,6.29,7.57,2,2,2,1,2,1,10,16,2,1,2,2,1,1,17,0
3236,7.43,2.09,2.49,1,1,1,1,2,1,1,3,1,1,3,2,1,1,9,0
3237,4.44,2.99,0.82,1,1,1,1,2,1,0,5,1,2,3,1,1,1,14,0
3238,11.38,5.43,7.65,1,2,1,2,2,2,18,15,2,1,1,1,2,2,18,0
3239,4.33,1.5,1.88,2,1,1,2,1,2,9,3,1,2,2,2,2,1,15,0
3240,7.93,2.92,3.07,2,1,1,2,2,1,17,13,2,1,3,1,1,1,12,0
3241,16.59,5.58,11.16,1,1,2,2,1,2,23,1,1,2,1,2,1,1,5,0
3242,11.86,3.96,2.3,2,1,1,2,1,2,10,12,1,2,3,2,2,1,19,0
3243,21.52,3.78,11.16,1,2,2,2,1,2,23,1,1,2,2,1,2,1,5,0
3244,31.71,3.47,4.51,2,2,2,2,1,2,4,4,1,2,1,1,1,1,3,1
3245,11.2,17.42,13.68,1,1,1,1,2,1,18,14,1,2,3,2,1,1,9,1
3246,15.25,5.06,4.54,1,1,1,2,2,1,12,21,1,2,2,2,1,1,3,0
3247,8.31,2.06,2.32,1,1,1,2,1,1,6,9,2,1,1,1,2,2,18,0
3248,12.9,3.85,1.03,1,2,1,1,2,2,7,13,1,2,3,2,1,1,4,0
3249,18.02,3.77,3.35,1,1,2,1,2,2,3,13,2,2,2,2,1,1,8,1
3250,20.37,3.41,2.76,2,2,2,1,1,1,2,3,1,2,2,1,2,2,15,1
3251,6.8,2.83,5.69,1,1,2,2,2,2,25,17,2,2,3,1,1,1,19,0
3252,12.39,0.83,2.09,1,2,2,2,2,2,6,10,2,1,3,2,2,1,19,0
3253,13.76,5.08,3.63,1,1,1,1,1,1,11,17,2,2,1,1,2,2,18,0
3254,8.58,1.73,2.6,1,2,2,1,1,2,1,9,1,2,1,2,1,1,13,0
3255,18.08,3.82,3.2,1,1,2,1,2,1,1,15,2,1,1,2,2,1,13,0
3256,15.73,1.51,3.13,1,1,1,1,2,1,0,12,2,1,3,2,1,1,19,0
3257,10,2.04,10.91,2,1,2,2,1,1,9,16,1,1,1,1,2,1,7,0
3258,19.39,2.62,3.27,2,1,2,2,1,1,4,3,1,1,3,2,2,2,16,0
3259,17.07,3.38,2.06,1,1,2,2,2,1,1,26,1,2,2,2,2,1,20,0
3260,9.32,0.48,2.29,2,2,2,2,1,2,11,2,1,2,1,2,2,2,6,0
3261,5.9,1.26,2.29,1,2,1,2,2,1,8,1,2,2,3,2,1,1,12,0
3262,12.56,2.73,2.38,2,1,1,1,1,2,0,3,2,2,1,2,1,1,15,0
3263,6.5,2.53,2.31,2,2,2,1,2,2,10,2,2,1,3,1,1,1,19,0
3264,10.17,3.47,1.62,2,1,1,1,1,1,9,1,1,1,3,1,2,2,5,0
3265,25.44,4.45,5.56,2,1,2,1,1,1,0,24,2,1,3,2,1,1,15,0
3266,27.68,3.68,4.01,2,1,2,1,2,2,5,2,1,1,3,1,1,1,12,0
3267,21.01,16.5,24.47,1,1,2,2,2,1,17,26,1,2,3,2,1,1,4,0
3268,9.23,2.92,2.19,2,2,2,1,1,1,6,1,2,2,1,2,1,1,3,0
3269,20.08,2.31,11.05,2,2,1,1,1,1,7,10,1,2,3,1,1,1,11,0
3270,5.23,1.95,1.39,2,2,2,1,2,2,2,0,2,1,1,2,2,2,16,1
3271,24.27,3.85,3.22,1,2,1,1,2,2,7,5,2,1,1,1,1,1,6,1
3272,11.43,2.3,1.78,1,2,1,1,2,1,1,4,2,2,2,1,1,1,3,0
3273,11.85,0.75,3.27,1,2,2,2,2,2,12,3,1,2,2,1,1,1,7,0
3274,9.35,2.15,2.06,1,1,2,2,2,2,2,0,2,1,2,2,1,1,6,0
3275,3.46,2.69,2.3,2,2,2,1,2,2,13,0,2,1,2,2,1,1,7,0
3276,11.77,1.98,5.9,2,1,1,2,2,2,13,17,1,1,1,2,2,1,19,0
3277,17.14,2.5,3.57,2,2,2,1,2,1,4,2,2,1,2,1,1,1,6,1
3278,11.06,1.53,3.12,2,1,2,1,1,1,5,5,2,2,3,2,2,1,1,0
3279,14.58,1.47,19.27,1,1,1,1,2,1,28,21,1,1,3,1,1,1,11,0
3280,17.38,7.2,5.24,2,2,2,1,2,1,21,17,2,1,2,1,1,1,15,0
3281,6.46,1.61,2.44,2,2,2,2,1,2,9,21,2,2,3,1,1,1,18,0
3282,12.66,2.39,3.3,1,1,2,2,2,1,2,3,2,2,2,2,1,1,18,1
3283,12.27,1.55,1.82,2,2,1,2,2,2,6,3,2,1,3,2,2,2,17,0
3284,5.24,1.29,1.41,1,2,2,1,2,1,7,2,1,2,2,1,2,1,1,0
3285,11.12,4.46,7.95,1,2,2,2,2,2,5,18,1,1,2,2,1,1,6,0
3286,9.8,1.61,2.38,1,1,2,2,2,2,5,11,1,1,1,1,1,1,8,0
3287,7.11,0.48,1.85,1,2,2,1,2,2,3,8,2,1,1,2,2,2,3,1
3288,23.71,7.17,6.81,1,1,1,2,1,2,10,13,2,2,1,2,1,1,8,0
3289,15.67,4.27,3.02,2,1,2,2,1,2,1,16,2,2,2,1,2,2,9,0
3290,1.22,1.56,2.14,2,2,2,2,1,1,15,31,1,1,2,2,1,1,16,0
3291,4.74,1.37,1.46,1,2,2,1,2,2,13,13,2,1,2,1,2,1,13,0
3292,28.08,4.28,20.85,2,1,1,1,1,2,14,13,2,2,1,2,1,1,13,1
3293,35.08,5.11,7.24,1,2,1,2,2,1,0,3,2,1,1,1,2,1,3,0
3294,16.83,6.65,6.34,2,2,1,1,1,1,12,15,2,1,2,2,2,1,7,0
3295,18.7,3.4,2.69,2,1,2,1,2,2,3,3,1,2,1,1,1,1,18,1
3296,9.68,2.31,2.49,1,1,2,1,2,1,4,10,1,2,1,1,1,1,7,1
3297,8.69,4.21,4.35,1,1,2,1,1,1,12,9,2,2,2,2,2,1,1,0
3298,16.8,3.16,9.71,2,1,1,1,1,2,12,5,2,1,1,1,2,2,11,0
3299,23.17,0.72,3.65,1,1,1,1,2,1,1,3,2,1,2,1,2,2,20,0
3300,24.05,6.43,3.28,2,1,1,2,1,2,6,1,1,1,3,1,2,1,4,0
3301,9.26,3.18,2.4,2,1,2,1,2,1,0,1,2,2,2,1,1,1,15,0
3302,18.89,4.38,7.04,2,2,1,2,1,2,3,12,2,2,1,2,1,1,2,1
3303,12.39,5.91,13.37,2,2,2,2,1,2,6,23,1,2,3,1,1,1,5,0
3304,18.02,3.27,2.8,1,2,2,2,2,1,3,19,2,2,1,2,2,2,15,0
3305,19.15,1.99,3.63,1,2,1,1,1,2,2,3,1,1,2,1,2,2,18,1
3306,22.32,2.63,4.99,2,1,1,1,2,1,3,6,1,2,3,1,1,1,14,0
3307,8.05,0.55,3.83,1,2,1,1,1,1,19,26,2,2,2,1,1,1,20,0
3308,3.54,1.05,0.75,1,2,2,2,1,1,10,3,1,1,2,1,1,1,8,0
3309,16.19,1.24,2.86,2,1,2,1,2,1,2,4,2,1,1,1,1,1,7,0
3310,8.74,0.93,6.6,1,2,2,1,1,2,19,12,2,1,1,1,2,2,6,0
3311,19.23,3.08,3.08,1,1,2,2,2,1,3,2,2,1,2,1,1,1,4,0
3312,11.69,3.31,5.05,1,1,1,2,1,2,13,8,1,1,3,1,1,1,7,0
3313,7.02,1.23,0.9,1,1,2,2,2,2,6,9,2,2,3,2,1,1,20,0
3314,12.64,0.75,2.75,2,1,1,1,2,1,7,9,1,1,3,1,2,2,2,0
3315,9.31,1.67,4.25,1,2,1,1,1,2,14,2,1,2,1,1,1,1,9,1
3316,16.09,0.81,8.77,1,2,1,1,1,2,11,2,2,2,2,2,1,1,20,0
3317,16.04,5.78,8.1,1,1,2,1,2,2,22,10,1,1,1,2,1,1,13,0
3318,5.06,0.29,1.92,2,1,1,1,1,1,1,19,2,2,2,1,1,1,2,0
3319,7.07,1.69,1.43,1,2,1,1,1,1,7,22,1,2,3,2,2,2,18,0
3320,4.94,0.36,0.59,2,2,1,2,1,2,9,1,2,1,3,2,1,1,18,0
3321,18.21,3.41,5.95,2,2,1,1,1,2,8,6,1,1,2,1,2,2,17,0
3322,9.27,2.56,1.78,2,2,1,2,1,2,5,7,2,1,3,2,1,1,4,0
3323,4.19,1.98,2.15,2,2,2,1,2,2,4,8,1,1,1,1,2,2,14,0
3324,4.86,1.93,2.03,2,2,1,1,1,1,17,22,2,2,1,2,1,1,8,0
3325,6.46,1.23,1.09,2,2,1,1,1,2,3,6,2,2,2,1,1,1,18,0
3326,6.72,2.41,2.11,1,2,2,1,1,1,7,13,1,1,2,1,2,1,13,0
3327,7.04,1.8,4.94,1,2,2,2,2,2,11,9,1,1,2,1,1,1,8,0
3328,12.14,2.64,2.49,2,2,1,1,1,1,3,10,2,1,1,1,1,1,16,0
3329,12.32,7.01,15.62,2,2,1,2,2,2,32,14,1,2,2,2,2,1,9,0
3330,26.3,2.17,2.65,2,1,2,2,1,1,4,3,2,2,3,1,1,1,20,0
3331,15.52,3.93,2.59,1,1,2,1,1,1,7,11,2,1,3,1,1,1,13,1
3332,14.24,3.56,2.71,1,1,1,1,2,2,1,4,2,1,3,2,1,1,19,1
3333,21.12,2.2,3.3,1,1,2,2,1,1,3,13,1,1,1,1,1,1,5,1
3334,12.98,1.19,3,2,2,1,1,1,1,10,8,2,1,3,2,2,1,3,0
3335,13.86,2.35,2.96,1,1,2,1,1,2,2,16,1,2,1,1,2,1,8,0
3336,15.64,6.22,5.69,2,1,2,2,2,1,15,1,1,2,3,1,1,1,6,0
3337,2.56,0.48,1.52,1,2,1,1,1,2,10,8,2,1,1,1,1,1,16,0
3338,17.16,3.84,4.96,2,1,2,2,2,1,6,5,2,2,1,1,1,1,20,1
3339,11.92,2.98,6.11,2,2,2,2,2,2,19,23,2,2,2,1,1,1,10,0
3340,18.35,1.96,2.97,2,2,2,1,1,2,4,1,2,2,2,2,1,1,13,1
3341,11.51,2.93,2.92,2,1,1,2,2,2,17,10,2,1,1,2,1,1,16,0
3342,8.62,1.27,2.25,1,2,2,2,2,1,11,3,2,1,3,1,2,2,16,0
3343,24.57,2.89,12.37,2,1,1,1,1,2,12,10,1,2,3,2,1,1,18,0
3344,32.77,1.25,5.39,2,2,2,1,1,2,4,4,1,2,3,2,1,1,11,0
3345,8.57,2.12,2.1,1,1,2,2,2,1,14,19,1,1,1,2,1,1,18,0
3346,8.81,1.12,4.39,1,2,1,1,1,1,10,24,1,1,2,2,2,2,11,0
3347,14.45,3.31,6.06,2,2,1,1,2,1,9,9,2,1,1,2,2,1,14,0
3348,20.19,4.69,18.98,2,1,1,1,1,1,11,18,2,2,1,2,1,1,8,0
3349,22.22,0.37,5.59,1,2,2,2,1,1,5,11,2,1,3,2,2,2,3,0
3350,29.97,5.95,18.67,1,2,1,2,2,2,13,11,2,2,2,2,1,1,5,0
3351,7.66,2.47,1.31,1,1,1,1,1,2,0,5,1,1,3,2,2,2,9,1
3352,9.02,2.26,3.82,1,2,1,1,2,1,0,1,2,1,1,2,2,2,3,0
3353,21.87,7.78,7.85,2,1,1,1,1,2,13,4,1,1,1,2,2,1,6,0
3354,9.97,1.03,3.85,1,2,1,1,2,2,18,23,2,2,1,1,2,2,2,0
3355,6.34,1.33,1.97,1,1,1,2,1,1,22,22,1,2,2,2,2,2,20,0
3356,10.81,1.14,2.7,1,2,1,1,2,2,9,2,2,1,1,1,1,1,2,0
3357,6.82,0.55,1.31,2,2,1,1,2,2,7,0,2,2,2,1,2,2,16,0
3358,12.57,9.09,11,1,1,2,1,1,2,13,17,2,2,2,1,2,2,20,0
3359,6.33,1.73,1.86,2,2,2,1,1,2,3,2,1,2,1,2,1,1,10,0
3360,15.92,7.12,4.3,1,2,2,1,1,1,16,19,1,1,1,2,2,1,14,0
3361,4.39,1.54,2.17,2,2,2,2,2,2,10,4,2,1,3,1,2,1,4,0
3362,7.19,2.03,2.27,1,2,2,2,2,2,9,13,2,1,2,1,1,1,15,0
3363,6.87,2.4,4.74,1,2,1,2,1,2,24,12,2,2,2,1,1,1,19,0
3364,4.57,0.99,0.5,1,2,2,1,2,2,12,8,1,1,3,2,1,1,16,0
3365,14.75,7.15,4.57,1,1,2,1,1,2,8,3,1,2,1,2,2,1,9,0
3366,20.2,5.91,5.62,1,1,2,2,1,2,15,11,2,1,2,1,2,2,3,1
3367,10.2,2.67,4.42,1,2,2,1,2,2,12,19,2,1,1,1,1,1,4,0
3368,7.08,2.26,0.75,1,2,2,2,1,2,10,27,2,1,1,1,2,1,15,0
3369,22.67,5.2,6.04,2,2,1,2,1,1,6,4,1,1,1,2,2,2,9,0
3370,10.83,3.79,7.96,2,2,2,2,1,1,18,35,2,2,2,1,2,2,19,0
3371,12.73,2.49,3.19,1,1,2,2,2,1,1,1,2,1,1,1,2,1,2,0
3372,5.68,1.49,1.08,2,2,1,2,2,2,2,1,1,1,1,2,1,1,6,0
3373,15.6,1.47,12.15,1,2,1,1,2,2,23,2,2,1,1,1,1,1,1,0
3374,12.87,1.53,2.17,1,1,2,2,2,1,3,5,1,2,1,2,2,2,3,0
3375,31.8,5.59,1.61,1,1,1,2,2,1,10,0,1,2,1,1,1,1,19,0
3376,11.66,2.1,3.03,2,2,2,1,1,1,1,1,1,2,3,1,1,1,12,0
3377,9.57,3.07,1.33,2,2,1,2,2,2,9,1,2,1,1,2,2,2,17,0
3378,10.15,2.08,5.83,2,1,2,2,2,2,23,5,2,2,1,2,2,1,11,0
3379,9.54,1.91,3.99,2,1,2,2,1,1,3,1,1,2,1,2,1,1,12,0
3380,14.41,1.74,3.9,1,1,2,2,1,1,6,17,1,1,2,2,2,1,8,0
3381,6.01,3.78,1.78,2,1,1,2,1,1,2,10,1,1,2,2,1,1,1,0
3382,5.73,2.84,1.72,2,2,2,1,2,1,8,4,1,2,3,2,1,1,20,0
3383,13,4.1,3.3,1,2,2,2,1,1,9,1,1,2,3,1,2,1,8,0
3384,40.87,7.94,11.69,1,2,1,2,2,2,17,15,2,2,2,1,2,2,8,0
3385,34.24,4.21,4.19,1,2,2,2,1,1,1,2,2,2,1,1,2,2,12,0
3386,8.62,3.42,2.19,1,2,2,2,1,1,10,2,2,1,3,1,2,1,14,0
3387,10.45,0.86,3.48,1,1,2,1,1,2,9,4,2,2,2,2,1,1,2,0
3388,15.75,2.92,8.11,2,2,1,2,2,2,17,1,1,1,1,1,2,2,20,0
3389,9.58,3.63,2.67,2,2,1,2,2,2,9,8,1,2,2,1,2,2,16,0
3390,9.61,3.35,1.46,1,2,2,1,1,2,3,6,1,1,3,1,2,1,7,1
3391,14.7,7.61,2.58,1,1,1,1,2,1,11,1,1,2,1,1,2,1,8,0
3392,9.87,0.56,1.99,1,2,2,2,1,2,0,0,2,1,2,2,1,1,18,0
3393,18.59,2.73,5.3,2,1,2,1,2,2,7,10,1,1,3,1,2,1,10,0
3394,15.12,3.07,4.1,2,1,2,1,2,1,8,2,1,2,2,1,1,1,17,0
3395,17.03,4.44,2.43,1,1,2,1,1,1,3,0,2,2,1,2,1,1,20,0
3396,6.27,3.06,3.79,2,2,1,1,1,2,11,16,1,2,3,2,1,1,11,0
3397,11.91,2.41,3.02,2,2,1,2,1,2,1,1,1,1,1,1,1,1,19,0
3398,17.16,4.23,3.26,2,1,2,2,1,1,5,0,1,2,1,2,2,2,12,0
3399,14.17,1.07,3.2,2,1,1,2,2,2,3,10,2,2,2,2,2,1,11,0
3400,25.13,8.12,4.67,2,1,1,1,1,1,3,5,1,1,3,2,1,1,9,0
3401,6.54,3.1,2.91,2,2,1,2,2,1,5,18,2,1,3,1,1,1,18,0
3402,18.76,8.12,5.19,2,1,1,1,2,2,24,12,2,1,3,2,1,1,9,0
3403,11.56,5.12,2.58,2,2,2,1,1,2,12,6,2,1,3,1,1,1,18,0
3404,7.24,2.59,2.88,1,1,1,2,1,1,10,13,2,1,3,1,2,2,3,0
3405,29.02,3.1,5.58,2,1,2,2,2,1,3,6,2,1,2,2,2,1,20,1
3406,13.08,4.57,8.21,1,1,1,2,1,2,28,8,1,1,2,2,2,1,2,0
3407,25.73,3.95,3.31,1,1,2,2,1,1,1,4,2,1,2,2,2,1,10,0
3408,5.04,0.77,2.48,2,2,2,1,1,1,4,14,2,1,1,2,1,1,3,0
3409,7.01,1.39,3.35,2,2,1,2,2,1,7,2,1,1,1,2,2,2,5,0
3410,5.15,1.23,2.63,2,2,2,1,1,2,8,5,1,1,2,2,2,1,20,0
3411,21.98,3.54,5.23,2,1,1,1,2,2,4,14,2,2,2,2,1,1,7,0
3412,17.82,4.34,4.02,1,1,1,2,1,2,9,24,2,1,3,2,1,1,12,0
3413,16.61,3.46,7.7,2,1,2,1,1,1,4,15,2,2,1,1,2,1,20,0
3414,3.89,2.02,3.54,1,1,1,2,2,1,18,0,2,2,1,2,1,1,9,0
3415,12.96,1.89,3.46,2,2,2,1,1,1,10,16,2,1,2,2,2,1,2,0
3416,8.06,1.27,2.25,1,2,1,2,1,2,20,16,1,2,2,1,1,1,5,0
3417,6.7,0.81,2.7,2,2,2,1,1,1,0,3,1,1,2,2,2,2,3,0
3418,8.63,1.17,1.08,1,2,1,1,2,1,6,7,2,1,1,1,2,2,18,1
3419,12.03,3.71,1.89,1,2,1,2,1,1,4,3,1,2,3,1,2,2,5,0
3420,16.96,6.5,5.5,1,1,2,1,1,1,7,18,2,1,3,1,2,1,14,0
3421,8.06,1.23,2.52,1,1,1,2,2,1,2,2,1,1,3,1,2,1,5,0
3422,8.1,3.44,2.04,2,2,2,2,1,2,3,20,2,2,1,2,2,2,8,0
3423,9.03,6.65,7.49,2,1,1,1,2,1,30,15,1,2,1,2,2,2,7,0
3424,7.36,1.97,2.87,2,1,1,2,1,2,18,8,2,2,2,2,1,1,5,0
3425,5.78,1.85,2.59,1,2,2,2,1,2,6,5,2,1,3,2,2,2,18,0
3426,4.56,4.1,4.34,1,1,1,1,1,2,15,8,1,2,1,1,1,1,17,0
3427,12.04,4.52,2.85,2,1,2,2,1,2,12,13,1,2,2,2,2,2,19,0
3428,10.02,3.17,1.51,2,2,2,2,2,2,3,14,1,2,1,1,2,2,19,0
3429,20.48,2.74,4.67,1,1,1,1,2,1,2,6,2,1,1,1,1,1,7,0
3430,24.7,4.64,3.91,1,1,1,2,1,1,6,7,1,2,1,2,1,1,2,0
3431,8.82,2.8,4.77,1,1,2,2,1,1,8,11,2,2,1,1,1,1,13,0
3432,18.64,6.32,8.67,2,2,2,2,2,1,18,27,1,1,3,1,2,2,6,0
3433,28.08,14.67,19.15,1,1,2,1,2,1,32,10,2,2,1,2,1,1,12,0
3434,13.39,3.3,2.48,1,1,2,2,1,1,1,1,2,2,1,1,2,1,16,0
3435,5.28,2.23,4.26,1,1,1,1,1,2,12,9,2,2,2,2,1,1,9,0
3436,14.48,7.98,7.22,2,2,1,2,1,2,25,15,2,2,1,1,2,1,5,0
3437,17.73,3.54,2.76,2,1,1,1,1,1,1,8,1,1,2,1,1,1,13,1
