Cust_ID,Age,BillAmt_Product,BillAmt_Service,BillAmt_Pre,Vintage
22089,28,14751,4238,13226,1
70381,60,89032,34011,67223,6
25872,27,11228,3757,11007,1
36773,29,18632,2598,11932,1
63699,43,53143,17118,22741,4
18814,28,18722,4045,11541,1
72915,61,94874,49578,43671,5
25309,29,12555,4849,13250,1
45665,38,55501,12307,27844,2
66765,57,71746,48260,41447,6
58224,40,50526,15570,24584,5
44434,45,59724,16159,38025,4
33375,28,11122,4847,11449,1
67909,49,81414,35035,63035,6
91664,52,71501,48791,47680,5
72153,53,66153,32914,40050,7
29939,25,13868,3284,11679,1
49569,42,43369,19834,38555,2
68659,60,75974,34754,51181,6
66286,54,67064,34037,60306,6
14897,28,11007,3746,11642,1
73381,52,74258,39497,48211,6
91935,53,86556,48946,65236,5
84076,51,68351,39970,59469,6
35814,29,19614,2794,12807,1
82582,47,82210,46734,68944,6
68768,53,93817,41581,53004,5
13950,25,13013,4870,12701,1
34292,26,14412,3763,12344,1
18143,28,10713,3749,12480,1
13306,27,14869,3478,13608,1
19314,26,15658,4580,10737,1
72123,50,72537,45151,67874,6
68308,46,82500,45272,47641,6
27349,25,6334,4564,13363,1
50735,35,58476,17661,23523,4
60826,34,52950,14500,33627,4
68356,51,95105,31738,62893,5
69223,50,96821,45048,42106,8
22350,25,19888,4705,13909,1
29814,27,5299,4865,12903,1
71462,46,68150,41008,40483,8
61228,42,45152,17786,24386,3
59658,32,26172,17822,34915,3
60362,38,26088,14079,30348,5
39986,30,37548,16092,29716,4
64978,32,49753,19796,36172,2
12100,27,6834,3419,12326,1
68297,53,78752,32838,42636,8
68300,57,79640,48613,48976,6
75313,48,87193,48863,61207,7
59901,37,47742,15883,21212,3
27880,28,11015,2766,14583,1
23271,27,10487,4023,11132,1
21657,25,7567,3000,12867,1
88781,63,81630,36278,57583,5
53179,37,38494,18928,29500,4
72942,58,90034,35750,60833,8
50601,31,56811,14794,31610,2
72468,47,97258,45059,59685,8
78071,63,92411,39388,63059,6
52425,38,56531,12202,39613,3
23082,28,6691,3724,14831,1
47088,31,46068,17989,25220,3
91511,55,92015,48560,54795,8
90170,45,65455,41387,44469,6
78021,46,80627,37976,57320,7
67493,57,86828,43999,56097,5
67658,62,82333,36872,65019,5
40991,40,28382,12266,34238,3
18663,28,7733,2624,12566,1
68510,52,79776,30304,52483,8
58311,36,49567,16944,37482,3
43052,32,31439,12290,32417,4
18511,26,19585,3733,14519,1
69376,60,94917,39050,58421,5
40758,33,53511,13277,23064,5
51424,45,33728,16375,20807,3
75423,57,87755,46560,55045,6
33318,28,8473,4755,13403,1
13509,26,17493,4586,12990,1
70662,51,67375,50005,64306,7
54727,41,47666,13166,32486,3
36685,27,19275,2704,14489,1
23218,29,12676,4519,14944,1
14189,26,18459,4301,11329,1
53356,37,45446,15350,23584,5
90796,62,93340,34927,42716,7
50035,39,48297,17941,26238,5
44925,35,53494,12031,25151,5
47017,42,45040,16935,31198,4
27347,29,14595,4023,13432,1
40625,32,51610,15133,34831,5
54583,30,29890,17826,39733,3
79444,52,72788,45403,63438,5
25720,29,11111,3697,14857,1
41573,44,52429,14225,32187,5
33693,26,15535,3719,10605,1
42957,40,56432,16127,39484,5
25419,27,13768,3674,10676,1
41542,32,40357,12657,24346,3
91371,62,88881,34679,52608,7
50362,45,45551,12178,23897,3
44887,43,50186,13764,37730,4
88856,48,71438,39886,57272,8
26167,27,17190,4019,11681,1
79884,55,85236,40235,63143,7
85068,59,91098,48411,67977,5
77703,50,79479,33543,57626,7
13177,25,9757,3897,14610,1
90200,47,86478,41904,44649,8
42543,36,29364,14191,22224,3
44460,44,27469,18955,27463,4
74224,48,84377,31512,68838,5
77470,58,72088,48929,67960,7
60083,45,26081,19200,30103,5
34726,29,7505,4656,10852,1
54170,38,38896,14370,37387,5
17865,26,6510,2955,14872,1
48191,38,50826,15740,26882,4
38845,25,15575,3592,14398,1
48788,43,54206,16012,24452,5
70054,54,80757,40329,45955,8
13764,25,14474,2614,13628,1
75683,61,76649,31371,53261,5
42130,35,39869,13090,39081,2
58830,33,58439,15691,26410,2
35716,29,17367,3668,13947,1
68418,59,80765,31515,67058,7
47591,38,39943,14744,23942,4
43131,33,26763,13922,39983,4
82798,61,74789,42555,62474,5
60828,44,29784,18110,38387,4
84830,47,88938,39863,44525,7
79070,60,81774,48912,47652,5
38691,26,18790,4921,13781,1
74063,57,84204,37877,42254,8
86825,46,89387,32824,46985,8
42380,33,55108,18324,26059,4
57150,42,50009,13067,24978,4
32651,27,18980,3345,10626,1
20509,25,7431,2645,11655,1
88335,53,86431,30732,52632,5
80858,54,73925,49857,52779,6
45590,32,34009,12120,37526,5
75307,58,71289,36887,54166,8
77077,60,85043,39277,66536,8
14375,27,15304,3617,12482,1
38731,28,5164,2727,13556,1
91311,56,70808,35924,41524,7
22075,25,7720,4342,12592,1
67210,50,92631,36587,51661,5
66213,61,87253,32054,59561,6
40081,38,39784,12584,28823,4
41357,42,39538,16676,25332,4
81704,48,87869,32354,58933,8
55848,37,51095,15385,20469,3
17091,29,12745,3624,13882,1
28401,26,5312,2723,13963,1
83406,56,79876,43957,49313,8
75655,56,80136,36885,60445,7
70795,58,68212,41492,53203,8
73291,52,70869,43477,65477,5
56406,37,27498,14217,36966,5
53731,33,52511,12679,33598,5
13726,28,10766,4962,12384,1
33137,29,17425,3586,11629,1
62341,33,48467,13388,24305,4
19998,29,8812,3744,12279,1
83216,51,67836,48664,61188,5
46772,31,29784,18623,30787,4
53137,38,45917,13532,28237,2
46701,38,58181,13711,33152,3
86336,55,77461,44093,59361,5
61147,32,50456,19584,32615,3
49827,43,34858,17617,38646,5
49762,33,28089,15570,33683,5
29451,29,18411,3283,14323,1
38908,26,19686,3868,14271,1
84755,59,66104,33576,59253,8
23026,26,5680,4305,14587,1
38045,26,8941,2631,10823,1
50098,42,31665,19111,39948,5
57090,40,25094,14895,29660,5
64606,31,29412,18008,28835,4
26719,26,16835,2836,15043,1
82317,62,87072,36027,63778,7
19387,27,10466,4207,10869,1
53755,37,31145,17237,36805,5
78229,47,84156,31054,42558,5
35780,29,17002,3714,13179,1
84415,60,78221,36625,65194,8
42217,33,56357,14589,29272,2
62160,31,50601,15671,22374,5
87878,64,92871,39389,65956,7
13897,25,7969,3878,12892,1
52365,33,43712,12654,38156,5
71298,54,91152,35314,70045,5
73564,55,82248,38951,47485,8
29741,29,6790,2597,14078,1
12273,27,17534,4804,14525,1
58887,36,50126,18497,39102,3
15031,28,16245,3970,13473,1
55378,39,53188,19631,32017,4
23793,26,9108,3799,11815,1
41960,36,36045,16406,29753,3
25489,28,17144,4182,13379,1
69863,57,88347,40686,53475,6
66704,57,67389,36499,65108,5
81732,45,87855,37110,56815,8
42110,30,35147,19458,30201,2
54647,38,28523,16735,32046,3
53684,37,44652,12090,38811,2
45411,39,49383,15809,27900,2
56042,39,48823,14060,37980,3
39976,45,52358,13709,22225,2
37001,28,16623,3378,10114,1
90554,61,80944,41130,40303,5
17930,25,17173,2920,14100,1
88782,53,78130,48881,52310,8
82973,47,99744,39997,57853,5
66432,54,65845,37471,43694,6
73391,62,88097,47678,64475,6
88754,52,66399,47254,59225,7
49850,38,30503,14195,32960,3
62266,32,48696,16557,23091,5
87215,58,67552,44896,62513,6
22677,28,7796,3147,12709,1
35362,25,15031,3124,10075,1
30521,25,5727,4993,14204,1
39476,42,38301,16931,26512,5
34113,28,9661,4970,13637,1
52543,42,32540,13481,37103,4
73969,48,67961,47228,48759,7
43669,35,29317,16117,36818,4
58090,44,26580,16913,28461,2
65617,38,53387,13448,36037,4
37552,26,15264,3125,14041,1
81514,58,76124,48443,49516,5
49998,44,49396,16776,27619,2
61189,34,48511,15162,36480,4
59993,34,37559,17725,37940,4
86783,58,97311,48193,63870,6
83288,65,96057,47896,47241,7
36575,25,9347,2767,13413,1
81135,57,72729,38084,68860,5
14475,28,18130,3056,13240,1
32680,29,6939,3414,10356,1
71190,46,85195,37723,40208,8
66909,57,69151,37838,55461,5
18656,27,7162,3235,13616,1
27172,28,16471,2607,11803,1
22400,26,5646,4563,10647,1
13017,25,16275,3184,11092,1
43467,42,59678,15835,21970,4
89535,48,95779,46528,46249,6
65242,45,34052,16699,27919,2
88054,56,80912,33337,57539,5
42736,45,53446,17291,28979,5
59743,42,25823,14676,21401,4
54759,34,35064,14760,35972,2
22506,29,19173,3836,13919,1
12547,27,15939,2927,10493,1
70532,61,94737,31894,47661,5
59640,34,47460,12275,26492,5
73253,60,81985,41458,40697,6
84641,64,65383,30933,52170,5
74158,57,91513,30927,49290,8
49310,31,47624,15686,31492,3
89609,57,94067,32198,60759,6
47329,39,36346,16089,26743,4
84967,63,85590,42092,65004,7
39173,36,50241,14333,24090,4
40321,39,37995,14258,24232,4
13069,27,19343,3130,11349,1
73575,59,69749,31283,41524,5
59663,45,45507,13459,30613,4
82568,49,98906,40067,52085,8
18928,26,6539,3171,14060,1
18790,28,6737,4350,11714,1
67839,62,80139,43342,59615,5
83581,60,65777,33669,60089,7
32498,28,12533,4550,11330,1
18794,28,6539,4503,14794,1
12633,29,9599,4291,14272,1
32063,25,7494,3871,14592,1
78162,57,65351,34277,64370,5
19582,29,16701,4286,10228,1
86793,48,89787,34319,58632,6
29818,26,12534,4709,13059,1
26616,29,10218,2900,13134,1
15266,28,5990,3088,14873,1
14582,25,16028,4093,12814,1
82563,49,86595,41063,45342,6
82289,58,65468,38920,42581,8
15900,26,13123,4766,12243,1
65815,45,52457,16816,23859,5
82363,55,86630,48801,51696,5
30488,29,7803,2602,12426,1
87355,55,66244,37230,45197,6
63886,39,47337,13175,37801,4
61259,42,40954,19444,26835,3
58142,38,51406,15256,35356,2
45169,34,33964,12314,27739,3
39859,32,56315,14803,29164,5
53516,33,40255,12153,27356,3
75572,59,88658,45891,69375,8
85111,58,74856,41724,48664,6
23287,26,18999,3954,11866,1
84850,47,76175,39126,54869,6
87113,55,74950,47285,64030,5
15513,28,7038,4628,10420,1
22715,25,17168,4527,14178,1
87297,47,92013,34018,54714,7
74426,59,97747,32150,40801,8
81038,54,85730,43611,51546,8
29762,27,8165,4806,11871,1
50276,33,39650,15487,22854,2
79252,58,65305,48038,49484,5
20615,29,14714,3237,13458,1
64812,43,43734,18855,25234,3
71506,48,73526,41722,45923,5
34710,27,8491,4101,14124,1
89145,63,69693,45943,45998,7
92081,32,33413,81737,45050,6
91150,54,89189,35208,57012,6
74344,53,69831,45302,58763,7
23264,28,18925,3152,14098,1
68293,63,66747,44794,68821,8
31730,28,11316,3671,12363,1
53770,39,33994,19536,25037,5
56826,35,54135,19315,28263,2
76594,59,71709,38634,47138,8
47126,35,35140,14866,31309,4
33317,25,16227,2976,14451,1
15504,29,11375,4711,11208,1
23404,27,16100,3991,11780,1
60816,34,41667,16010,33030,5
13183,26,11384,4831,12051,1
85172,50,87819,48178,43280,5
67409,46,82764,33195,68649,7
14882,28,18803,4816,11665,1
49514,37,33452,15136,23158,5
82883,56,66365,44633,55606,5
32581,29,8043,2693,14889,1
46010,31,36358,12100,25657,5
34276,26,13001,3279,12674,1
74256,53,67739,41962,51130,8
81848,64,98829,48570,45747,7
65744,38,59863,18563,29531,3
84134,63,76847,31670,42876,8
79553,52,97410,43716,67237,8
74495,59,80277,44390,43022,8
29780,29,11394,2837,13764,1
82187,47,73498,36131,62607,7
24333,28,14341,2877,10214,1
19495,28,11725,2600,14278,1
88180,52,82305,35398,62469,6
31676,25,8784,4533,12695,1
85693,58,76729,43974,44026,8
76071,47,85562,32413,49210,7
27586,27,11377,3497,12209,1
41329,39,36002,13597,39885,5
13070,29,15873,4064,10344,1
25846,26,7999,4372,14847,1
24711,25,15039,3723,13506,1
19351,27,9627,3836,11562,1
82587,49,66188,49589,48634,5
91799,50,69322,42106,62526,7
46675,44,25590,17158,36603,3
37569,27,10074,3827,12285,1
58734,32,25228,13034,34040,4
90621,58,83575,41320,46751,6
19260,26,19451,3287,11211,1
36688,26,16729,4006,11718,1
49598,45,52720,13910,24133,5
34844,29,17393,3793,10627,1
28239,29,10878,4781,10934,1
76168,55,95322,44682,63879,6
48568,42,38889,18565,38802,5
51758,36,57812,14544,30305,4
51096,41,50684,17027,25795,2
39548,45,58007,14716,23755,5
35606,28,17177,3951,12587,1
79837,64,82898,43715,61450,5
70777,59,72521,35991,64149,7
74249,54,85203,45313,62485,7
52231,40,58297,17779,20446,5
86780,63,71358,33839,51772,6
90252,46,81928,32629,53663,7
58823,45,29200,13333,37963,3
25270,25,12131,3608,11589,1
86445,45,88807,45069,44922,7
18262,27,10283,2852,12229,1
50141,30,36763,17288,31369,2
64277,36,42616,18311,26033,4
76139,63,96916,37919,50308,5
50980,42,58526,16185,20239,5
15595,25,13477,2825,11039,1
53589,42,50146,12127,27682,5
39340,30,36261,14252,31924,3
72759,64,73905,49871,68101,5
53422,40,54887,15618,35530,5
16067,25,5207,4435,11289,1
39683,42,37093,14742,21187,3
54422,31,53097,19957,30400,3
39010,26,14759,3431,10952,1
28541,26,8124,3031,13872,1
33554,25,19314,2756,14652,1
80641,65,88784,39410,60772,5
54443,31,55619,17594,27059,2
59088,44,51962,12403,36932,4
30448,27,10395,2891,11740,1
42884,33,42550,16772,34456,2
13889,27,15897,4379,13589,1
88344,62,96230,31367,49206,6
45217,45,59713,18284,36811,4
19455,29,15600,4330,11526,1
90933,60,82239,36210,47542,6
61381,44,25499,19888,25526,5
33166,26,15053,3448,13101,1
30441,25,11313,4382,10174,1
58837,31,36937,17610,29062,5
26828,28,15500,4853,12397,1
18501,28,8707,4280,13832,1
65844,35,47955,14258,33782,5
30638,26,14114,4532,11849,1
54538,32,39010,19978,27270,3
91285,47,74572,40813,65205,5
90201,48,90404,41535,69869,8
52489,34,47636,15712,37164,5
37683,27,5796,3602,12218,1
82125,56,93273,48301,60888,7
53011,34,39330,19673,20417,5
64474,44,46108,15461,27565,3
70790,46,96021,40680,57519,6
79420,62,98513,35709,56817,8
45363,39,59978,19553,22330,3
33461,27,13628,2751,12838,1
64667,44,49568,12174,38694,4
58638,45,28994,14938,32260,3
79058,51,91713,39184,65069,6
37941,29,13931,4221,14395,1
23096,26,9626,3992,14243,1
14862,28,10018,2810,12626,1
25055,26,7910,4653,14805,1
60276,31,42175,14904,37386,4
67685,46,81382,41961,42471,8
42344,43,55011,16593,36851,2
61328,39,59236,13669,37030,5
76447,49,70124,34190,50772,7
17267,27,12586,3137,11972,1
24887,26,18024,4880,10455,1
56273,30,49903,16449,39732,4
12927,29,7314,4698,14067,1
55608,43,39388,13799,29304,4
23658,27,14826,4108,13910,1
13385,27,11730,2794,10840,1
36986,26,6215,4129,14389,1
55391,32,48126,12207,24292,5
20309,25,9627,4260,14197,1
45638,30,40254,13627,32553,4
48352,34,46986,19281,24692,2
69878,56,96138,38934,49819,5
28968,26,17025,4471,11166,1
89574,61,90538,36500,63020,8
58615,30,31743,14645,37967,3
38858,27,15890,4771,10295,1
60853,35,56218,13196,24575,3
41718,39,37364,12781,33843,4
34241,26,12378,4111,13564,1
77170,59,96114,41467,49202,7
40243,35,35556,13079,37786,4
86587,46,67323,34181,63882,7
75767,47,90558,34377,47165,5
13348,29,11595,2690,13260,1
58809,35,32289,17456,33546,4
83299,56,69476,48980,50402,6
56553,32,43005,18767,39990,5
13326,27,15515,3091,13351,1
66448,54,65180,48643,43452,5
70567,57,67013,30190,45889,8
85286,49,75277,34901,50476,6
73693,51,77571,32125,43297,8
92010,59,83655,34202,59324,8
18293,27,11625,3081,13433,1
67849,55,83141,39132,41770,7
52482,33,42413,12182,25511,5
63364,43,30859,15439,25028,5
58568,34,34044,18094,36952,2
70772,54,79431,33656,55441,8
15527,25,7183,3072,14875,1
41055,35,57927,13243,34329,2
15908,29,12965,3062,11707,1
31733,25,10994,4813,10120,1
64687,45,49629,18569,31485,3
67105,53,98999,43481,68678,5
39492,33,45205,12114,35656,2
54635,40,31748,14494,30260,4
16629,27,18351,3897,13194,1
25510,27,13011,3733,12421,1
12722,27,12988,3565,10687,1
25013,26,14722,4955,11843,1
13562,28,19944,3190,13318,1
74458,56,66370,40841,62195,5
64312,35,39071,18150,22336,4
28573,27,9552,3730,11997,1
47671,32,37329,15387,34339,2
40465,35,43849,12911,27034,2
35142,26,13978,4370,10852,1
34349,25,15451,4608,11694,1
71474,56,82873,38135,58326,7
12855,26,11168,3015,12196,1
92053,25,14397,31,40205,1
72539,58,75026,38276,54788,8
62449,43,33536,13185,26354,4
82598,57,95500,39841,50891,7
34570,26,10184,4438,10331,1
61127,31,29879,14523,37038,4
78384,51,81535,31386,46838,7
76536,52,74794,41023,46591,7
74231,54,67668,48854,60101,6
77384,46,98606,44826,60735,7
16403,27,11098,3109,14378,1
89772,58,73616,30597,57645,7
13067,25,14574,2934,14397,1
16210,25,11157,4375,13316,1
57996,45,58069,16106,29654,5
14106,28,18126,4142,10450,1
79190,57,77309,39526,48042,7
78355,46,92338,38349,48606,8
69154,62,86388,44130,40861,5
16153,26,18760,4683,11751,1
12360,25,19582,2995,14185,1
68026,47,91260,46176,45841,6
33046,26,17198,2651,10714,1
71713,63,74579,45061,68939,7
77330,59,72807,30884,48009,7
14951,26,10201,3076,12115,1
77834,58,97123,43488,47559,7
46683,38,54474,19323,22568,3
17420,29,19880,4735,12461,1
52191,39,58169,16196,31714,4
28493,29,18356,4392,11045,1
57629,42,29691,18727,30096,4
13866,28,19173,3644,13760,1
72901,62,81069,38864,52643,6
90007,55,75642,40591,62003,6
32249,26,15782,3058,12257,1
45157,40,42557,15700,30771,5
60526,37,51635,19422,27399,4
90737,54,78307,33725,69359,6
88843,56,68680,40149,54304,8
41003,33,31272,17116,38723,4
46648,39,58963,18441,28537,4
81632,48,70802,34880,46778,7
23694,26,10026,4082,13062,1
58702,30,42400,17310,23259,5
83688,53,76046,34907,58794,6
12060,25,8968,4244,13362,1
60745,42,52944,12331,31416,4
55106,41,28365,16955,38601,5
73625,55,91353,30269,44927,5
39546,31,33968,18194,34603,3
68922,46,76081,34781,54062,8
57429,44,53481,18023,35173,5
36216,25,10498,2599,12242,1
77114,47,93462,45982,59237,5
81307,58,70135,33353,43815,6
84416,48,94321,37902,42436,7
29833,28,16706,4761,11580,1
86146,56,93998,47601,67279,8
73049,65,82719,43347,57779,5
29183,29,8258,2640,10558,1
72848,45,95344,33020,50133,6
52880,31,26323,17338,39568,3
67864,49,83418,32033,46525,6
49094,40,29426,17847,23779,2
76566,61,71966,47435,42093,6
82948,65,95242,44253,44618,7
91755,61,93706,38636,52481,8
34709,25,16252,3006,11108,1
31851,28,5716,3976,10627,1
82431,54,67424,36545,55581,5
31295,27,17664,4939,10934,1
49971,33,58445,15380,23195,5
69222,47,74789,36182,55584,5
67604,65,80479,48660,53411,6
71290,59,67456,37952,68542,6
36666,25,16366,3717,12615,1
20094,25,9512,3610,10795,1
82623,54,86387,35147,64008,8
55875,36,31238,15611,27738,2
79115,52,83136,45651,42766,6
37912,26,19320,3987,13145,1
30196,28,8774,2568,13660,1
84289,58,68517,43486,69439,6
31193,26,15714,3191,13452,1
41048,33,55188,13961,35375,4
23206,27,19195,3210,11774,1
22025,25,9731,2917,10937,1
12825,29,7309,3022,11852,1
48452,35,30853,16665,29347,2
29893,25,13688,3349,12130,1
48344,34,35202,16756,39876,5
90382,62,82679,39516,58990,7
68235,57,66118,36554,67219,5
66123,49,79043,36509,44030,5
69195,59,96180,32560,57688,7
12194,29,10251,3301,11535,1
31594,25,17842,2532,10331,1
54179,31,37939,14196,39361,2
32816,28,19917,4579,12703,1
49287,33,42729,18118,33700,2
40178,43,26841,18315,27464,2
13370,26,10330,4085,11934,1
79959,45,75902,48492,56006,8
38054,28,14354,2865,14805,1
28383,28,8397,2875,13307,1
85628,56,78790,30018,62683,6
84615,62,72222,36972,43908,7
81912,56,87646,33797,57939,8
62174,31,31109,18509,26848,5
52744,36,43547,15239,33399,5
45853,37,56094,17781,37776,3
20463,26,17201,4392,13485,1
76516,58,69839,34879,65846,6
48971,42,46960,14316,22194,2
59408,37,40042,15428,24905,5
27535,26,10495,3027,13368,1
83780,61,87146,49813,54393,8
43098,39,55573,12235,29340,2
83049,54,87379,43896,60699,5
73136,50,74048,48302,53309,6
40521,31,37739,17134,26105,4
46851,44,37989,12398,24339,4
30796,27,11721,3115,13993,1
18247,29,13076,4786,13684,1
62472,31,46155,19780,29359,3
81340,57,83667,49013,40920,7
46197,34,55004,19285,39224,3
43315,31,26863,15767,22329,3
54536,36,39071,17038,38462,2
51936,45,39555,13365,21987,2
23174,26,19242,2803,14473,1
48006,42,58212,18687,33530,4
67320,46,91000,45546,56943,6
88320,49,71683,36853,41194,8
69356,53,95490,48589,43884,6
90518,48,94790,48853,51625,8
33719,25,11151,2695,13096,1
49933,31,58484,17551,26707,3
58185,45,26439,17870,33608,3
48929,35,25669,13318,20893,3
43290,45,45510,19266,36099,2
52310,40,35990,18572,37452,3
77177,63,73469,35693,66163,6
24367,26,13561,4131,13906,1
33275,28,10703,4959,10917,1
23320,25,6009,4062,10347,1
73122,63,69338,39988,53327,5
13564,27,14780,2666,11064,1
58526,35,39850,14691,23924,2
47920,44,56484,18369,37581,5
75976,58,85930,49390,51640,8
12341,28,18812,4140,13816,1
66525,58,97967,49493,57216,5
39065,38,25735,14070,24679,3
74593,52,65236,40675,61318,6
21716,25,18893,3271,14849,1
46418,45,57731,12130,24129,5
91863,49,73173,43201,44371,6
48625,34,40654,15534,23613,3
20483,29,8085,4044,10582,1
66795,50,93706,43303,63930,8
68021,51,81032,40651,54514,7
64602,44,46485,16924,39540,4
26950,27,18319,4336,13897,1
16727,29,12342,3921,13491,1
18420,29,14347,2927,13962,1
60795,44,30230,16529,20223,3
40581,44,38108,19083,31672,3
36080,27,14828,3068,11332,1
15589,26,14311,3178,13595,1
54601,35,35362,19939,23336,4
74456,53,85956,48391,64185,7
58718,45,29102,12666,27692,5
57716,43,40107,17199,30658,2
25049,26,14913,3894,13004,1
15298,27,16073,3563,11270,1
68718,56,91582,43913,57054,6
81997,51,72055,42403,65351,7
88585,61,66254,43891,65090,7
59447,43,53493,15070,34688,5
79629,63,76567,45739,50869,5
34445,25,16425,2764,10211,1
48618,39,35315,16924,38356,5
60589,30,37522,18125,22017,2
51305,35,59634,12935,31232,2
39741,39,37759,15691,28354,3
56102,36,31017,18009,25523,3
33534,27,17532,4286,13749,1
78444,52,69669,43171,59653,7
60560,36,58144,18082,22587,3
86683,58,91238,45698,49889,8
84342,64,76377,47816,45568,6
37087,25,14480,2863,10367,1
87614,65,72901,46330,62182,5
19798,29,6919,2542,11724,1
61915,32,53234,13025,31209,5
52965,31,50975,13826,33587,4
71649,57,93324,33109,51019,7
14799,25,16871,2541,13314,1
58699,42,50728,17364,27111,5
67668,49,84515,37340,42173,8
57286,38,25791,15906,23034,5
43746,43,53936,12478,27600,4
80292,45,90006,35138,68841,8
88442,53,85369,47703,51086,7
37929,25,8659,4613,10803,1
65420,44,28193,18588,28568,5
38844,26,6221,3474,12516,1
12924,27,14308,3678,12798,1
66220,63,74279,31904,62232,6
27355,29,6845,2972,13088,1
91400,54,93661,32221,46845,5
49038,43,37386,17017,21011,3
45454,35,59513,17665,26787,2
15423,29,15232,4470,13395,1
40452,32,54801,12968,23395,2
21484,28,17305,2819,12041,1
51036,32,25959,13081,35325,3
63981,39,43578,19194,36265,3
35687,25,7157,2932,13318,1
34010,29,5960,5008,14782,1
22442,25,5162,3576,10220,1
80441,59,95007,31294,46121,5
91826,55,83602,49826,52355,6
35136,27,12075,4283,10026,1
68662,47,72288,45162,46162,6
38138,26,13461,4799,14021,1
56127,35,58703,15643,39696,2
56111,34,52309,13334,20256,4
71326,62,76221,48836,53052,6
21995,27,11343,5019,14280,1
32522,27,6503,2967,13829,1
30427,28,9068,4927,11903,1
27145,26,9767,3490,10718,1
58032,37,34417,15516,29988,2
16356,25,13963,4774,13006,1
42562,31,45403,14187,38910,5
77567,57,69193,42551,50903,5
22343,28,19553,4210,12568,1
38287,27,7919,4707,12842,1
80399,65,67835,31114,55913,5
29695,25,9957,4601,10261,1
88663,65,89725,42566,69920,5
50958,39,41395,13815,21282,3
52478,33,54672,19356,31922,2
88453,65,88205,48665,58306,6
18971,29,10518,2773,11099,1
73160,61,74869,32114,44689,6
38766,25,9136,3570,12917,1
59154,43,56972,14395,35811,4
73688,61,79563,44010,51351,7
82356,53,77785,36341,41411,7
35071,27,14192,2794,11373,1
39274,43,59581,12374,31698,4
62780,42,31557,19025,29303,2
36501,25,11859,4164,13904,1
31980,27,10672,4971,10684,1
83969,52,78406,41266,66835,5
42226,35,55043,13112,32836,4
14654,28,20015,3836,11364,1
81545,57,84292,43778,53542,6
21546,25,18853,2677,10983,1
78954,63,90061,35914,50924,6
74400,64,68678,33817,68918,5
36295,27,10263,3440,10316,1
80318,61,92155,40212,55085,5
35120,26,6858,3884,14564,1
69693,62,95595,42583,66606,7
18717,26,18727,2988,13902,1
42728,41,45073,12770,29510,3
80983,60,88127,42592,52062,8
72203,45,93706,40369,51724,6
71012,61,92306,33264,45733,5
54210,42,44890,16345,32334,2
20623,25,13876,4854,12508,1
86072,62,86452,33987,59118,7
88681,59,72287,36077,47396,7
51788,31,42136,16625,39777,2
62793,41,53248,13620,28762,3
54544,45,25303,18447,30042,2
39177,45,38487,14279,32277,3
31011,25,18781,3641,10765,1
62934,39,56514,16235,32475,3
51644,38,31663,14590,30288,5
34828,25,7889,4965,10673,1
30691,25,17384,3770,10866,1
31005,26,13751,4087,14437,1
72729,53,89441,32592,58091,7
54577,37,35113,16594,33470,5
66822,51,95171,40630,66997,7
53728,40,30048,13905,29752,4
33972,27,15155,4828,14864,1
84624,47,89453,49171,62652,5
41602,33,47027,17787,27174,3
50861,30,36448,18139,32463,4
25127,26,7806,3495,11522,1
88074,48,77764,43677,47880,5
59260,38,28433,15896,39576,3
21759,29,9209,4910,13921,1
61723,33,28359,12972,28717,3
77768,60,70599,47946,43319,7
56497,40,57144,19107,36246,5
68122,59,93050,45560,68456,8
40025,34,51791,13106,25011,2
13073,25,9375,4988,14451,1
34031,29,11395,2974,13568,1
54486,30,57374,12071,22919,2
34389,26,7228,4151,14165,1
69066,46,95418,31116,46865,8
83452,63,96739,39071,65762,7
66529,60,70230,46352,59421,5
13076,28,9348,5013,13768,1
29480,28,12036,2619,12114,1
88110,63,76503,34293,54017,8
56575,36,33865,13311,35850,5
25259,27,13054,4900,10233,1
44861,34,43399,19443,35689,5
86215,59,79054,37489,41651,8
71515,51,85556,49782,60925,7
63964,34,32167,18601,26996,4
30415,27,13602,2855,11036,1
68953,64,66058,47943,43324,8
71283,48,83049,48447,58402,7
28168,26,15017,4817,13658,1
73378,50,81271,39208,42941,8
43630,37,30221,19293,25169,3
90861,48,94725,41464,65815,8
64787,41,43904,16939,21848,5
75254,57,75201,40900,49821,8
59931,41,36591,19662,23084,3
43631,36,49685,14184,26796,2
41768,44,42080,17096,24502,5
14613,25,9611,4505,10070,1
57351,34,41475,19246,27305,4
34772,28,10765,3856,14232,1
68642,49,98742,40579,49794,6
74981,46,90340,43103,46263,7
90920,50,96635,38797,64095,6
46741,33,30149,17428,31590,3
29100,27,10968,4739,13567,1
50231,40,56415,13753,27366,4
69379,52,88501,37402,49415,6
29740,29,5643,3702,10337,1
34239,28,15740,3348,10833,1
74246,50,70215,48056,45844,6
56536,42,27660,18892,25090,4
33658,28,10908,3845,11986,1
74042,55,76545,39221,59820,7
52963,42,47336,17900,34741,4
36330,29,13649,3162,11882,1
75707,62,75924,40811,53282,8
33316,27,14999,3445,12473,1
82898,61,76492,48265,44452,5
39585,38,25868,15378,28350,3
39752,42,49997,14607,26791,4
58265,30,55184,15324,39266,3
43642,31,43012,16597,40010,4
56667,32,58939,12612,21069,4
