customer_id,age,gender,annual_value_eur,recency_days,visit_frequency,distance_km,customer_vintage_months,campaign_response
CUST_102949,39,Male,1106,330,8,7.7,116,1
CUST_102950,54,Male,1876,225,5,6.4,58,0
CUST_102951,69,Male,1103,14,12,3.6,115,1
CUST_102952,59,Male,1038,355,8,4.4,25,0
CUST_102953,29,Female,1800,109,1,4.9,114,1
CUST_102954,64,Female,938,96,13,5.4,96,1
CUST_102955,66,Female,1211,195,4,0.8,70,1
CUST_102956,59,Female,739,58,1,7.5,80,0
CUST_102957,55,Male,2043,352,3,4.9,3,0
CUST_102958,35,Female,1724,294,11,7.5,21,1
CUST_102959,62,Male,1124,154,7,5.1,32,1
CUST_102960,52,Female,1000,64,1,3.6,2,0
CUST_102961,47,Female,1184,158,5,4.6,111,1
CUST_102962,41,Female,1131,265,1,6.7,20,0
CUST_102963,59,Female,427,121,6,2.7,75,1
CUST_102964,47,Male,1741,288,9,7.7,115,1
CUST_102965,31,Female,1086,11,3,3.8,18,0
CUST_102966,23,Female,2149,214,11,7.7,54,1
CUST_102967,20,Male,1411,162,11,7.1,75,0
CUST_102968,33,Male,100,105,14,6.2,99,1
CUST_102969,24,Female,559,147,12,3.8,36,0
CUST_102970,69,Male,127,182,6,4.8,102,0
CUST_102971,31,Male,553,338,4,6.7,76,0
CUST_102972,26,Male,383,37,6,4.4,61,1
CUST_102973,32,Female,1326,82,2,6.0,60,1
CUST_102974,38,Male,1042,12,4,6.4,95,1
CUST_102975,52,Female,1570,4,13,4.2,117,1
CUST_102976,19,Female,1181,43,13,4.4,36,1
CUST_102977,44,Female,1080,51,7,1.7,94,1
CUST_102978,19,Female,2202,261,11,2.1,44,1
CUST_102979,52,Male,1311,134,6,7.3,68,1
CUST_102980,35,Female,1160,87,9,6.8,66,1
CUST_102981,31,Male,773,362,11,0.3,44,0
CUST_102982,37,Female,612,56,7,7.0,77,1
CUST_102983,35,Male,1585,217,1,0.4,90,1
CUST_102984,27,Female,1555,68,6,3.8,29,1
CUST_102985,42,Male,1986,352,11,0.7,48,1
CUST_102986,19,Female,1439,44,3,7.8,36,0
CUST_102987,42,Female,1003,143,8,7.8,92,1
CUST_102988,71,Male,1456,346,13,5.0,8,1
CUST_102989,50,Female,1160,42,1,3.3,5,1
CUST_102990,53,Female,1633,139,10,4.2,96,1
CUST_102991,48,Female,1867,73,2,6.1,94,1
CUST_102992,31,Male,1116,267,3,1.9,78,0
CUST_102993,18,Female,2079,194,14,3.6,47,1
CUST_102994,63,Female,1794,155,3,6.0,43,1
CUST_102995,33,Male,1209,246,7,3.3,10,1
CUST_102996,71,Male,1535,314,13,0.4,10,1
CUST_102997,63,Male,1353,218,8,4.2,6,1
CUST_102998,69,Male,1211,253,9,6.0,16,0
CUST_102999,20,Male,2157,277,7,7.8,60,1
CUST_103000,52,Female,1459,277,8,0.5,26,1
CUST_103001,58,Female,780,72,11,4.4,21,1
CUST_103002,23,Female,686,129,6,3.7,100,0
CUST_103003,42,Male,706,358,2,2.1,58,0
CUST_103004,30,Female,1445,186,1,5.2,41,1
CUST_103005,70,Male,1029,13,3,1.5,106,1
CUST_103006,51,Male,1367,329,9,2.4,30,1
CUST_103007,25,Female,1668,220,13,6.3,5,0
CUST_103008,38,Male,2214,6,7,3.8,10,1
CUST_103009,51,Male,1041,239,2,8.0,112,0
CUST_103010,21,Female,496,112,14,3.2,95,1
CUST_103011,42,Male,2096,228,1,3.8,11,1
CUST_103012,32,Male,471,17,2,2.5,102,1
CUST_103013,21,Female,452,73,3,2.0,63,1
CUST_103014,62,Male,2083,12,14,7.4,7,1
CUST_103015,29,Male,1733,86,6,6.0,59,0
CUST_103016,49,Female,1442,180,12,2.8,12,1
CUST_103017,49,Female,1175,122,9,5.7,64,1
CUST_103018,45,Female,1080,204,8,7.7,109,1
CUST_103019,30,Female,875,70,10,0.8,113,1
CUST_103020,48,Male,1058,108,9,2.3,41,1
CUST_103021,31,Male,1176,201,11,1.8,60,1
CUST_103022,37,Female,513,52,11,7.0,72,1
CUST_103023,35,Male,790,37,8,1.6,28,1
CUST_103024,46,Male,144,117,7,2.6,80,0
CUST_103025,23,Female,1239,259,6,4.4,63,1
CUST_103026,49,Female,1239,264,8,5.0,117,0
CUST_103027,46,Male,2089,303,6,6.5,3,0
CUST_103028,60,Female,1388,64,2,3.4,101,1
CUST_103029,19,Female,922,42,13,4.4,32,1
CUST_103030,40,Female,1100,43,9,7.7,21,0
CUST_103031,36,Male,1443,125,9,2.5,55,1
CUST_103032,48,Female,1314,270,3,2.1,109,1
CUST_103033,68,Male,1489,347,9,5.7,18,0
CUST_103034,22,Male,1389,233,2,6.2,53,0
CUST_103035,36,Male,1074,132,12,3.4,112,1
CUST_103036,51,Female,932,2,14,1.9,110,1
CUST_103037,27,Female,905,115,3,6.3,75,1
CUST_103038,42,Female,737,1,14,5.4,61,1
CUST_103039,19,Female,659,331,6,7.0,50,0
CUST_103040,28,Female,2119,65,14,6.8,8,1
CUST_103041,67,Male,1262,125,4,1.8,12,1
CUST_103042,48,Male,1122,256,8,6.7,51,0
CUST_103043,73,Male,952,322,1,1.6,116,0
CUST_103044,32,Female,1414,143,13,6.9,66,1
CUST_103045,26,Male,1802,328,6,6.2,41,0
CUST_103046,40,Male,1562,246,2,4.6,22,0
CUST_103047,36,Female,1661,116,6,5.2,9,1
CUST_103048,26,Female,907,303,14,1.0,78,1
CUST_103049,52,Male,1198,90,1,0.5,79,1
CUST_103050,38,Male,913,296,2,2.8,11,0
CUST_103051,26,Female,1254,42,9,6.6,13,1
CUST_103052,45,Female,1836,35,6,3.8,56,1
CUST_103053,63,Female,1420,41,8,1.9,28,1
CUST_103054,68,Female,2013,341,7,6.7,89,1
CUST_103055,24,Male,1056,124,9,2.0,64,1
CUST_103056,33,Male,797,57,9,6.6,101,1
CUST_103057,33,Female,1456,294,11,3.7,64,0
CUST_103058,50,Male,1259,235,4,3.8,70,1
CUST_103059,21,Male,1361,96,7,2.3,55,1
CUST_103060,21,Female,1287,319,5,7.2,37,0
CUST_103061,56,Male,958,343,7,0.9,33,1
CUST_103062,57,Male,1298,132,4,1.3,25,1
CUST_103063,34,Male,1687,176,12,5.2,114,1
CUST_103064,54,Female,1738,52,10,6.8,23,1
CUST_103065,56,Female,955,38,11,0.9,60,1
CUST_103066,69,Male,1316,343,11,5.9,56,1
CUST_103067,46,Female,1939,5,1,6.0,63,1
CUST_103068,69,Female,966,213,4,4.7,8,0
CUST_103069,53,Female,875,120,13,4.0,17,1
CUST_103070,55,Male,1597,326,10,2.7,95,1
CUST_103071,56,Male,1509,209,3,2.9,90,1
CUST_103072,67,Female,782,217,9,5.5,119,0
CUST_103073,54,Male,500,24,5,0.7,57,0
CUST_103074,69,Male,1306,342,4,4.8,75,0
CUST_103075,52,Male,991,205,8,2.4,62,1
CUST_103076,24,Male,358,226,5,3.8,94,1
CUST_103077,44,Male,856,218,3,4.6,11,0
CUST_103078,45,Female,1501,211,2,7.1,67,0
CUST_103079,39,Male,1124,26,8,4.7,40,0
CUST_103080,31,Male,1983,252,12,2.0,40,1
CUST_103081,24,Male,156,3,2,0.8,56,0
CUST_103082,54,Female,1869,2,14,5.1,53,1
CUST_103083,39,Female,1028,92,8,4.5,85,0
CUST_103084,22,Female,956,2,5,5.4,99,1
CUST_103085,72,Male,424,150,8,3.8,28,1
CUST_103086,19,Female,1433,71,5,6.6,86,1
CUST_103087,44,Female,287,4,1,7.4,42,0
CUST_103088,38,Female,1609,38,12,0.5,115,1
CUST_103089,71,Female,443,359,13,6.0,46,0
CUST_103090,55,Male,522,70,11,0.5,18,1
CUST_103091,32,Female,604,201,14,3.7,23,1
CUST_103092,38,Female,842,308,11,3.8,26,1
CUST_103093,27,Male,1671,252,2,5.6,99,0
CUST_103094,40,Male,1952,287,14,2.9,29,1
CUST_103095,73,Female,894,292,6,6.6,52,0
CUST_103096,56,Male,1177,154,3,2.9,110,1
CUST_103097,22,Female,1445,133,8,2.9,75,1
CUST_103098,18,Male,1035,74,5,1.9,106,0
CUST_103099,30,Male,1425,274,3,5.5,46,0
CUST_103100,38,Female,1198,271,12,0.8,1,1
CUST_103101,43,Male,1073,185,10,3.0,63,1
CUST_103102,67,Female,490,353,7,2.3,16,0
CUST_103103,62,Male,1275,5,14,2.0,25,1
CUST_103104,38,Female,1679,293,8,0.7,62,1
CUST_103105,70,Male,811,360,4,1.7,102,1
CUST_103106,35,Male,216,86,13,3.7,82,1
CUST_103107,54,Male,1040,214,13,4.1,80,1
CUST_103108,62,Male,1955,15,11,2.3,83,1
CUST_103109,49,Male,1806,273,9,5.3,16,1
CUST_103110,53,Female,910,51,6,2.8,69,1
CUST_103111,34,Male,1428,253,14,3.1,91,1
CUST_103112,52,Female,1507,45,1,6.3,108,1
CUST_103113,66,Female,1945,191,5,4.5,70,1
CUST_103114,28,Female,425,122,5,7.6,34,0
CUST_103115,38,Male,666,187,7,3.0,80,1
CUST_103116,69,Female,195,214,7,6.7,53,0
CUST_103117,72,Male,861,149,6,6.0,23,0
CUST_103118,70,Female,1733,170,8,7.1,43,1
CUST_103119,43,Female,920,209,2,7.7,44,0
CUST_103120,21,Female,546,82,14,0.3,32,1
CUST_103121,51,Female,1313,196,13,0.9,107,1
CUST_103122,69,Female,1326,246,13,5.5,23,0
CUST_103123,65,Male,691,345,7,3.2,20,0
CUST_103124,35,Female,947,357,10,6.6,19,0
CUST_103125,57,Female,1275,40,7,0.3,93,1
CUST_103126,52,Male,1573,168,4,6.5,72,0
CUST_103127,58,Male,876,43,12,1.3,29,1
CUST_103128,46,Male,804,329,10,2.5,18,0
CUST_103129,69,Female,2156,211,2,7.8,69,0
CUST_103130,46,Female,1063,179,4,0.6,12,0
CUST_103131,55,Female,1325,23,4,2.9,10,0
CUST_103132,59,Female,1524,95,12,0.9,111,1
CUST_103133,38,Female,307,160,12,6.9,37,0
CUST_103134,59,Female,1191,244,6,5.7,81,0
CUST_103135,30,Male,377,17,14,6.4,96,1
CUST_103136,66,Male,1135,112,7,4.3,55,1
CUST_103137,58,Female,1887,103,3,3.0,4,0
CUST_103138,34,Female,701,314,10,0.2,95,1
CUST_103139,73,Female,367,86,1,2.4,63,0
CUST_103140,26,Female,2144,35,3,4.2,90,1
CUST_103141,58,Female,626,30,9,5.4,12,1
CUST_103142,18,Male,451,192,1,2.0,18,0
CUST_103143,19,Male,2010,179,13,1.3,8,1
CUST_103144,65,Female,607,104,8,1.8,32,0
CUST_103145,46,Male,2022,165,2,3.0,84,1
CUST_103146,50,Female,1337,122,6,1.4,49,1
CUST_103147,27,Female,1842,134,3,1.4,104,1
CUST_103148,67,Female,1293,290,7,0.5,63,1
CUST_103149,57,Male,1740,312,2,6.9,77,0
CUST_103150,38,Male,741,224,4,1.9,59,1
CUST_103151,45,Female,893,25,10,6.6,87,1
CUST_103152,28,Male,142,13,9,3.6,67,1
CUST_103153,72,Male,1686,319,6,5.1,99,1
CUST_103154,51,Female,1410,230,4,0.8,39,0
CUST_103155,25,Male,696,102,2,4.8,50,1
CUST_103156,39,Male,326,203,10,2.5,85,1
CUST_103157,25,Female,1341,267,14,0.9,71,1
CUST_103158,66,Female,2038,222,9,7.3,118,1
CUST_103159,32,Male,1131,104,4,4.9,26,1
CUST_103160,34,Female,871,111,9,2.1,23,1
CUST_103161,40,Male,731,69,14,3.5,96,1
CUST_103162,41,Female,1825,358,2,3.0,63,1
CUST_103163,62,Female,810,258,7,5.7,66,0
CUST_103164,36,Female,1014,168,11,4.9,39,1
CUST_103165,22,Female,1721,293,11,0.4,66,1
CUST_103166,49,Male,1519,49,5,1.7,103,1
CUST_103167,61,Female,1034,250,8,3.9,46,1
CUST_103168,18,Female,851,331,11,3.7,15,1
CUST_103169,40,Female,1933,75,14,4.2,16,1
CUST_103170,54,Male,642,201,8,5.8,90,1
CUST_103171,25,Male,1095,34,14,5.5,72,1
CUST_103172,30,Female,447,314,14,3.1,16,1
CUST_103173,25,Female,1794,111,4,7.0,85,1
CUST_103174,74,Female,963,352,13,0.7,39,0
CUST_103175,40,Female,850,316,4,4.8,11,0
CUST_103176,60,Female,1531,237,8,7.6,88,0
CUST_103177,18,Female,487,32,3,4.5,36,1
CUST_103178,62,Male,1518,209,7,3.7,18,0
CUST_103179,68,Female,1020,132,8,1.2,23,1
CUST_103180,41,Female,597,106,8,6.5,77,0
CUST_103181,52,Female,705,33,11,3.1,49,1
CUST_103182,41,Female,858,43,10,5.7,108,1
CUST_103183,34,Female,978,107,4,1.7,114,1
CUST_103184,22,Female,601,265,9,0.5,42,1
CUST_103185,37,Male,1347,226,10,2.6,103,1
CUST_103186,38,Male,588,179,4,2.4,108,1
CUST_103187,57,Male,100,222,8,7.0,44,0
CUST_103188,48,Male,2160,125,6,6.9,109,0
CUST_103189,63,Male,1299,276,5,4.4,1,0
CUST_103190,53,Male,2205,167,4,0.3,7,1
CUST_103191,28,Female,678,151,5,2.0,48,1
CUST_103192,69,Female,1440,41,13,5.2,112,1
CUST_103193,32,Female,1647,300,11,1.0,85,1
CUST_103194,36,Female,1105,35,1,5.7,16,1
CUST_103195,24,Female,478,314,7,0.3,48,1
CUST_103196,68,Female,1068,304,8,5.5,78,0
CUST_103197,45,Male,1513,231,12,6.8,43,1
CUST_103198,68,Female,1494,215,9,3.9,51,1
CUST_103199,60,Male,1199,314,13,6.7,107,1
CUST_103200,22,Male,1649,101,3,6.3,66,1
CUST_103201,22,Female,1625,57,9,5.4,31,1
CUST_103202,47,Female,938,215,10,3.7,39,1
CUST_103203,71,Female,440,156,5,2.3,9,0
CUST_103204,49,Female,1295,64,10,6.9,41,1
CUST_103205,25,Female,827,62,6,5.3,63,1
CUST_103206,27,Female,1272,339,1,6.4,14,0
CUST_103207,55,Female,1873,62,9,4.5,58,1
CUST_103208,64,Male,1419,94,9,1.5,74,1
CUST_103209,49,Female,1848,341,6,7.8,112,0
CUST_103210,65,Female,694,26,8,1.6,88,1
CUST_103211,45,Male,1744,121,4,7.3,114,1
CUST_103212,34,Female,2038,50,5,1.8,97,1
CUST_103213,48,Female,1232,252,5,3.1,98,0
CUST_103214,25,Male,2361,36,7,3.6,84,1
CUST_103215,57,Female,771,289,7,7.4,64,0
CUST_103216,42,Female,881,100,7,7.1,28,1
CUST_103217,26,Female,1525,324,5,6.6,4,0
CUST_103218,19,Female,1227,329,4,3.1,34,0
CUST_103219,32,Female,829,136,8,0.2,4,1
CUST_103220,67,Female,1510,194,1,5.5,119,1
CUST_103221,20,Male,1378,221,1,3.4,70,1
CUST_103222,66,Female,907,279,6,6.1,58,1
CUST_103223,53,Female,1295,326,2,6.4,86,0
CUST_103224,21,Male,1580,55,12,3.6,4,1
CUST_103225,31,Male,896,110,3,6.0,50,0
CUST_103226,58,Female,1458,149,4,6.8,5,1
CUST_103227,58,Male,766,265,14,7.4,75,1
CUST_103228,42,Female,863,162,2,4.7,45,1
CUST_103229,72,Female,1756,187,10,6.3,35,1
CUST_103230,67,Male,1507,129,7,4.1,83,1
CUST_103231,27,Female,257,108,10,0.5,116,1
CUST_103232,38,Female,1013,68,1,1.4,75,0
CUST_103233,53,Male,1445,66,3,1.2,75,1
CUST_103234,29,Male,1269,144,2,1.5,117,1
CUST_103235,44,Male,1509,53,13,0.3,27,1
CUST_103236,57,Male,1258,128,9,6.9,2,1
CUST_103237,19,Female,1134,321,8,4.6,54,1
CUST_103238,71,Male,1118,207,3,3.2,111,1
CUST_103239,30,Male,1746,320,5,3.4,118,1
CUST_103240,70,Male,1547,216,3,3.8,72,0
CUST_103241,49,Male,1402,68,14,0.8,98,1
CUST_103242,48,Male,1244,62,11,2.3,104,1
CUST_103243,33,Female,926,210,13,6.8,84,1
CUST_103244,49,Male,1047,337,12,6.0,87,1
CUST_103245,49,Female,1732,327,11,4.6,79,1
CUST_103246,51,Male,1685,52,12,3.9,48,1
CUST_103247,28,Male,876,116,11,2.2,77,1
CUST_103248,27,Male,1250,65,6,3.9,119,1
CUST_103249,32,Male,1449,130,5,4.9,95,1
CUST_103250,34,Male,1417,177,11,5.8,49,1
CUST_103251,57,Male,1413,278,2,1.5,110,1
CUST_103252,35,Male,644,163,14,6.5,78,0
CUST_103253,72,Male,614,332,10,2.9,1,0
CUST_103254,26,Female,1785,152,8,4.1,91,1
CUST_103255,42,Male,1955,350,6,4.9,33,1
CUST_103256,57,Female,459,236,14,4.0,35,1
CUST_103257,31,Male,1186,158,3,4.7,54,1
CUST_103258,42,Female,1607,327,13,1.1,56,1
CUST_103259,67,Male,100,106,13,3.6,15,1
CUST_103260,39,Male,663,306,1,2.4,69,0
CUST_103261,69,Male,1154,255,5,0.9,101,1
CUST_103262,47,Female,901,358,12,1.7,4,1
CUST_103263,37,Female,1305,113,11,4.9,110,1
CUST_103264,38,Female,1935,30,2,1.7,84,1
CUST_103265,61,Female,774,12,13,1.6,64,1
CUST_103266,49,Male,1225,177,2,4.5,103,1
CUST_103267,68,Male,1028,338,9,7.3,22,0
CUST_103268,63,Male,1268,46,11,6.4,24,1
CUST_103269,66,Female,1203,171,13,7.3,47,1
CUST_103270,73,Male,2519,130,10,4.7,75,1
CUST_103271,38,Female,1945,245,7,3.4,110,1
CUST_103272,52,Female,410,353,6,5.9,6,0
CUST_103273,49,Female,750,203,13,2.2,27,1
CUST_103274,47,Female,811,226,1,0.8,10,0
CUST_103275,72,Female,583,80,14,2.9,39,1
CUST_103276,56,Male,516,310,10,2.5,74,0
CUST_103277,66,Female,1111,35,2,5.5,110,0
CUST_103278,29,Female,830,52,11,4.5,90,1
CUST_103279,58,Male,755,161,7,1.3,37,0
CUST_103280,64,Female,2210,84,3,7.3,54,1
CUST_103281,35,Female,865,328,2,4.8,97,1
CUST_103282,38,Male,978,26,6,3.8,51,1
CUST_103283,30,Male,1571,225,8,7.5,60,1
CUST_103284,38,Male,977,317,8,1.0,72,1
CUST_103285,25,Female,617,154,11,6.4,51,1
CUST_103286,63,Male,1071,293,2,3.0,62,0
CUST_103287,57,Male,2204,95,6,5.6,49,1
CUST_103288,63,Male,959,225,12,7.5,51,1
CUST_103289,24,Female,744,267,5,4.2,28,1
CUST_103290,40,Male,1410,41,7,0.4,112,1
CUST_103291,61,Female,1047,133,4,0.4,36,1
CUST_103292,49,Female,2569,66,12,2.8,104,1
CUST_103293,28,Male,807,210,13,6.3,25,1
CUST_103294,39,Female,2067,153,2,2.4,36,1
CUST_103295,39,Female,1782,172,10,2.8,77,1
CUST_103296,60,Male,1009,325,3,6.3,60,0
CUST_103297,42,Female,1198,59,9,1.1,7,1
CUST_103298,39,Male,685,184,10,6.8,65,1
CUST_103299,45,Female,931,180,8,2.3,73,1
CUST_103300,46,Female,1006,322,13,0.6,92,0
CUST_103301,30,Male,1279,324,9,1.1,36,1
CUST_103302,35,Male,494,12,5,7.6,110,1
CUST_103303,19,Female,1356,68,13,3.7,94,1
CUST_103304,46,Female,1127,329,5,2.2,73,1
CUST_103305,38,Male,1399,202,7,4.3,30,1
CUST_103306,32,Female,1474,6,7,5.5,99,1
CUST_103307,69,Female,1087,15,1,2.7,47,1
CUST_103308,44,Female,1444,42,12,5.9,91,1
CUST_103309,67,Female,1156,31,14,2.2,29,1
CUST_103310,48,Male,1572,181,5,1.1,5,1
CUST_103311,32,Male,1358,262,8,4.5,65,1
CUST_103312,68,Male,1291,289,7,1.4,107,0
CUST_103313,40,Male,1149,21,11,7.5,115,1
CUST_103314,41,Male,1848,182,2,0.2,69,1
CUST_103315,61,Male,1403,184,14,6.1,63,1
CUST_103316,30,Female,539,244,8,2.4,118,1
CUST_103317,39,Male,964,350,2,6.8,93,0
CUST_103318,60,Female,1086,149,10,0.7,56,1
CUST_103319,54,Female,1199,256,1,7.6,17,0
CUST_103320,50,Female,1288,100,11,1.0,51,1
CUST_103321,73,Male,728,55,11,6.3,113,1
CUST_103322,20,Female,1166,186,14,4.2,37,1
CUST_103323,71,Male,1043,320,11,3.6,88,0
CUST_103324,36,Female,1742,86,3,2.4,116,1
CUST_103325,40,Female,702,174,3,6.8,91,0
CUST_103326,46,Male,1191,22,6,1.8,9,1
CUST_103327,47,Female,857,244,12,5.8,118,1
CUST_103328,56,Female,2131,60,3,3.7,38,1
CUST_103329,61,Female,1828,104,7,8.0,53,1
CUST_103330,64,Female,379,139,8,5.0,13,1
CUST_103331,42,Male,802,303,3,1.0,90,0
CUST_103332,54,Female,1635,159,9,3.5,53,1
CUST_103333,64,Female,1429,232,1,0.7,75,1
CUST_103334,25,Male,1413,77,3,2.4,119,1
CUST_103335,59,Female,1295,18,12,2.9,88,1
CUST_103336,33,Female,1676,22,3,6.9,119,1
CUST_103337,25,Female,1590,184,7,6.7,97,1
CUST_103338,18,Female,1055,145,11,0.3,49,1
CUST_103339,61,Male,600,38,11,4.4,70,1
CUST_103340,22,Female,355,281,5,1.9,35,1
CUST_103341,20,Male,1148,288,4,2.7,16,0
CUST_103342,18,Female,280,143,2,0.4,13,0
CUST_103343,21,Female,1325,13,7,6.0,108,1
CUST_103344,57,Female,1046,186,3,7.6,11,0
CUST_103345,52,Male,2172,267,7,1.9,87,1
CUST_103346,49,Female,1372,269,10,2.9,2,1
CUST_103347,59,Female,1185,97,12,1.8,94,1
CUST_103348,51,Male,392,357,7,7.5,19,0
CUST_103349,60,Male,569,294,11,0.3,104,1
CUST_103350,42,Male,1541,1,2,4.8,45,1
CUST_103351,27,Male,1043,295,7,7.0,46,0
CUST_103352,38,Female,2468,27,6,1.7,47,1
CUST_103353,63,Female,1158,36,10,4.8,49,1
CUST_103354,56,Female,1284,160,4,0.6,79,1
CUST_103355,44,Female,542,31,11,6.6,117,1
CUST_103356,44,Male,1674,127,5,2.3,42,0
CUST_103357,19,Female,737,262,12,7.9,33,1
CUST_103358,58,Female,1462,345,8,7.4,108,0
CUST_103359,65,Female,1606,210,5,5.9,41,1
CUST_103360,30,Female,1248,150,3,4.1,119,1
CUST_103361,26,Male,2078,31,2,6.2,69,1
CUST_103362,69,Female,895,100,6,1.2,86,1
CUST_103363,53,Female,2038,329,6,2.6,91,1
CUST_103364,39,Female,565,302,7,0.4,111,1
CUST_103365,59,Male,1600,353,8,5.2,99,0
CUST_103366,43,Male,1129,219,4,6.5,19,0
CUST_103367,71,Female,846,253,12,7.6,39,0
CUST_103368,29,Female,369,171,8,5.6,7,1
CUST_103369,34,Female,1070,257,12,5.9,39,1
CUST_103370,31,Male,1038,57,1,7.2,98,0
CUST_103371,31,Female,1286,9,6,7.5,34,1
CUST_103372,74,Female,1562,5,6,4.0,91,1
CUST_103373,51,Female,796,335,3,1.1,44,1
CUST_103374,70,Male,2079,114,9,3.8,69,1
CUST_103375,74,Female,931,265,12,4.5,68,1
CUST_103376,37,Female,1501,173,12,5.1,63,1
CUST_103377,28,Male,1245,220,5,7.9,71,1
CUST_103378,33,Male,1101,205,1,7.4,48,0
CUST_103379,68,Female,1220,24,7,3.3,3,1
CUST_103380,48,Male,730,170,10,1.1,85,1
CUST_103381,72,Female,1006,103,14,1.9,34,1
CUST_103382,23,Male,530,60,3,1.6,113,1
CUST_103383,73,Male,925,86,10,3.0,9,1
CUST_103384,36,Female,967,255,10,7.0,61,0
CUST_103385,54,Female,1623,165,11,3.6,20,1
CUST_103386,21,Female,1034,167,4,4.6,40,1
CUST_103387,64,Male,976,84,6,1.6,12,1
CUST_103388,21,Female,1310,202,8,4.0,103,1
CUST_103389,37,Female,1290,90,13,7.0,110,1
CUST_103390,27,Female,904,89,4,6.2,28,1
CUST_103391,41,Female,1397,120,12,0.8,48,1
CUST_103392,71,Female,1111,156,9,6.9,97,0
CUST_103393,52,Male,904,188,8,2.3,74,1
CUST_103394,43,Female,952,188,10,5.4,75,1
CUST_103395,54,Female,1675,262,10,1.3,7,1
CUST_103396,55,Male,967,52,6,5.5,82,0
CUST_103397,38,Female,1331,140,7,0.5,83,1
CUST_103398,71,Female,559,19,8,4.9,14,1
CUST_103399,57,Female,1758,75,2,5.2,81,1
CUST_103400,56,Female,909,230,5,2.1,87,1
CUST_103401,38,Female,1400,130,13,7.5,19,1
CUST_103402,27,Male,1074,55,7,0.6,54,1
CUST_103403,55,Male,1394,271,8,7.2,60,0
CUST_103404,63,Male,1422,100,5,3.2,109,1
CUST_103405,21,Female,1128,69,3,5.8,119,1
CUST_103406,74,Male,267,299,6,5.3,67,0
CUST_103407,62,Female,1746,17,5,1.5,34,1
CUST_103408,37,Female,1130,354,8,2.7,89,1
CUST_103409,34,Female,1384,116,9,4.3,41,1
CUST_103410,72,Male,1546,152,9,6.8,31,0
CUST_103411,24,Male,971,330,12,7.6,39,1
CUST_103412,21,Male,1459,116,12,0.4,78,1
CUST_103413,46,Female,826,30,6,2.9,101,1
CUST_103414,31,Male,1394,323,4,5.4,52,0
CUST_103415,20,Female,1210,51,4,4.3,47,1
CUST_103416,41,Male,989,60,9,7.6,20,1
CUST_103417,54,Male,1223,229,4,0.3,96,0
CUST_103418,33,Female,672,259,8,3.6,97,0
CUST_103419,72,Female,1355,360,9,5.4,52,0
CUST_103420,69,Male,1406,5,5,1.9,95,1
CUST_103421,21,Male,1373,28,13,5.9,71,1
CUST_103422,73,Male,1951,254,6,0.8,62,1
CUST_103423,41,Female,1153,364,3,3.7,5,0
CUST_103424,51,Female,1187,231,12,5.5,57,0
CUST_103425,47,Male,615,357,5,2.3,4,0
CUST_103426,35,Male,1986,200,5,0.8,11,1
CUST_103427,36,Female,451,332,14,7.7,19,0
CUST_103428,48,Male,1314,271,2,7.3,102,1
CUST_103429,36,Female,893,339,10,7.4,84,1
CUST_103430,66,Female,1231,304,6,7.8,27,1
CUST_103431,63,Female,546,46,9,1.6,29,1
CUST_103432,36,Female,1646,28,11,1.4,18,1
CUST_103433,39,Female,722,7,7,0.5,37,1
CUST_103434,41,Female,1783,232,14,7.2,61,1
CUST_103435,62,Male,736,199,8,6.1,116,0
CUST_103436,29,Female,1688,94,2,5.1,47,1
CUST_103437,47,Female,785,82,11,7.4,117,1
CUST_103438,55,Male,893,88,13,4.7,89,1
CUST_103439,70,Female,1199,186,14,1.2,20,1
CUST_103440,48,Male,776,243,9,1.6,70,1
CUST_103441,53,Female,761,68,3,1.2,100,0
CUST_103442,36,Male,782,311,10,2.6,49,1
CUST_103443,65,Male,1359,187,5,3.2,15,1
CUST_103444,62,Female,1200,239,14,6.4,18,1
CUST_103445,53,Female,1226,218,7,1.7,38,1
CUST_103446,47,Female,1038,108,4,5.9,89,1
CUST_103447,72,Female,1474,307,7,4.0,84,1
CUST_103448,66,Male,1725,38,8,8.0,22,1
CUST_103449,72,Male,1488,349,13,6.3,115,0
CUST_103450,50,Male,1096,276,10,7.8,76,1
CUST_103451,35,Female,590,10,14,2.9,105,1
CUST_103452,69,Male,211,26,10,1.2,104,1
CUST_103453,66,Female,1168,48,4,4.1,60,1
CUST_103454,45,Female,203,347,5,1.2,111,1
CUST_103455,64,Male,1100,14,11,4.0,97,1
CUST_103456,28,Female,1901,100,3,2.3,93,1
CUST_103457,74,Male,623,187,5,4.0,66,1
CUST_103458,71,Female,557,12,8,7.6,26,1
CUST_103459,62,Male,1518,279,3,2.5,64,0
CUST_103460,50,Female,100,341,14,7.9,96,0
CUST_103461,34,Male,1391,328,13,2.0,58,1
CUST_103462,23,Male,1934,167,5,1.8,3,1
CUST_103463,21,Female,764,122,10,4.4,30,1
CUST_103464,37,Female,678,95,1,6.8,19,1
CUST_103465,65,Male,1495,25,2,6.0,10,0
CUST_103466,64,Female,615,17,3,5.8,89,1
CUST_103467,44,Female,1605,29,1,2.4,46,1
CUST_103468,32,Female,655,323,13,0.4,19,1
CUST_103469,23,Male,2084,341,11,1.5,58,1
CUST_103470,64,Male,1531,313,12,2.9,107,1
CUST_103471,31,Female,1219,72,11,7.8,85,1
